topic,conversation
관심 있는 패션이나 뷰티 아이템,"계절이 바뀌면서 관심 가는 패션이나 뷰티 아이템 있으세요?
저는 여름이라 시원하고 편안한 린넨 소재의 옷에 관심이 많이 가요
린넨은 통풍도 잘 되고 시원해서 여름에 입기 좋죠! 저는 여름에 어울리는 밝고 화사한 색상의 옷에 눈길이 가요
화사한 컬러는 기분까지 좋게 만들어주는 것 같아요 저는 여름 메이크업으로 촉촉하고 윤기 나는 피부 표현에 관심이 많아요
물광 피부 표현이 요즘 트렌드인 것 같아요! 저는 여름에 땀에도 잘 지워지지 않는 워터프루프 메이크업 제품을 찾고 있어요"
날씨 및 계절,"오늘 날씨 정말 좋네요! 완연한 봄 날씨 같아요.
네 햇볕도 따뜻하고 바람도 살랑살랑 불어서 기분까지 좋아져요.
이렇게 날씨 좋은 날은 어디든 놀러 가고 싶어지네요.
그러게요. 벚꽃이 벌써 다 졌을까요?
아마 이번 주말까지는 남아있는 곳이 있을 거예요. 한번 찾아볼까요?
좋아요! 벚꽃 명소로 유명한 곳 있으면 추천해주세요.
음... 석촌호수나 남산공원이 벚꽃 구경하기 좋을 거예요."
날씨 및 계절,"비가 오려나 하늘이 잔뜩 흐리네요.
네 아침부터 습한 기운이 느껴지더니 결국 흐려졌네요.
이런 날은 실내에서 따뜻한 차 한잔 마시면서 책 읽는 게 최고예요.
맞아요. 저도 퇴근하고 집에 가서 따뜻한 라떼 마시면서 쉬고 싶네요.
혹시 오늘 저녁에 비 올 확률이 높을까요?
일기예보 보니까 밤부터 전국적으로 비가 온다고 하더라고요.
퇴근길에 우산 꼭 챙겨가셔야겠어요."
날씨 및 계절,"오늘 아침에 일어나니 공기가 꽤 차갑더라고요.
네 어제저녁부터 기온이 뚝 떨어진 것 같아요. 이제 정말 가을인가 봐요.
아침저녁으로는 쌀쌀하니 따뜻한 외투 챙겨 다니셔야겠어요.
맞아요. 저도 오늘 아침에 깜짝 놀랐어요. 여름옷은 이제 정리해야 할 것 같아요.
가을 옷 꺼내 입으니 또 다른 분위기네요. 역시 계절 변화는 신기해요.
그러게요. 곧 울긋불긋 단풍 구경 갈 생각에 벌써 설레네요."
날씨 및 계절,"오늘 정말 찜통더위네요. 숨 막힐 것 같아요.
네 가만히 있어도 땀이 줄줄 흐르네요. 이럴 땐 시원한 수박이 최고인데...
맞아요! 저도 퇴근하고 집에 가서 에어컨 빵빵하게 틀고 수박 먹을 거예요.
혹시 오늘 폭염 경보 안 내려왔나요?
네 아침 뉴스 보니까 서울은 폭염 주의보 발효됐다고 하더라고요.
낮 시간에는 되도록 실외 활동은 자제하는 게 좋을 것 같아요."
날씨 및 계절,"눈이 펑펑 내리네요! 정말 로맨틱한 풍경이에요.
네 함박눈이 쏟아지는 거 보니 정말 겨울이 왔다는 게 실감 나요.
이렇게 눈 오는 날은 따뜻한 커피 한잔 마시면서 창밖 구경하는 게 힐링이죠.
맞아요. 길은 미끄러우니 조심해야겠지만 눈 내리는 풍경은 정말 예뻐요.
혹시 오늘 출근길 많이 막혔어요?
네 평소보다 차들이 서행하더라고요. 대중교통 이용하는 게 더 나을 수도 있어요."
날씨 및 계절,"바람이 엄청나게 부네요! 창문이 흔들릴 정도예요.
네 태풍이라도 온 것처럼 바람 소리가 무섭네요.
이런 날은 괜히 밖에 나가지 않는 게 상책인 것 같아요.
맞아요. 혹시 창문 잘 닫혀 있는지 다시 한번 확인해보세요.
오늘 강풍 주의보 내려왔다고 하더라고요.
정말요? 밖에 있는 물건들 날아가지 않게 조심해야겠어요."
날씨 및 계절,"오늘 하늘이 정말 맑고 구름 한 점 없네요.
네 파란 하늘 보니 기분까지 상쾌해지는 것 같아요.
이런 날은 가까운 곳이라도 드라이브 가면 좋을 텐데...
맞아요! 저도 오늘 퇴근하고 친구 만나서 근교로 바람 쐬러 갈까 생각 중이에요.
미세먼지 농도도 좋다고 하니 오랜만에 야외 활동하기 딱 좋은 날씨네요."
날씨 및 계절,"여름 장마가 시작되려나 봐요. 계속 습하고 후덥지근하네요.
네 저도 아침부터 끈적끈적한 느낌이 들더라고요.
이번 주 내내 비 예보가 있는 것 같던데요. 우산 잘 챙겨 다니세요.
맞아요. 빨래도 잘 안 마르고 불쾌지수도 높아지는 것 같아요.
이럴 땐 시원한 에어컨 밑에서 맛있는 거 먹는 게 최고예요."
날씨 및 계절,"오늘따라 유난히 햇볕이 따갑게 느껴지네요.
네 벌써 여름이 온 것처럼 햇살이 강렬해요. 선크림 꼭 발라야겠어요.
맞아요. 자외선 지수가 높다고 하더라고요. 피부 관리 잘 해야 할 것 같아요.
이렇게 햇볕 좋은 날은 빨래하면 금방 마르겠죠?
그렇겠죠? 저도 이불 빨래하려고 생각 중이었어요."
날씨 및 계절,"아침에 서리가 내렸더라고요. 이제 겨울이 코앞으로 다가온 것 같아요.
네 아침 공기도 제법 쌀쌀하고 겨울 분위기가 느껴져요.
따뜻한 겨울옷 미리 준비해 둬야 할 것 같아요.
맞아요. 난방도 미리 점검해야 하고 겨울 대비를 해야겠어요."
외국 문화에 대한 관심사,"혹시 평소에 관심 있는 외국 문화 있으세요?
저는 일본 문화에 관심이 많아요 특히 일본 영화나 애니메이션을 즐겨 봐요
일본 특유의 섬세한 감성이 매력적이죠 저도 일본 애니메이션 좋아해요
저는 유럽 문화에 관심이 많아요 특히 프랑스나 이탈리아의 예술이나 건축물이 아름다운 것 같아요
유럽의 고풍스러운 분위기는 정말 멋있는 것 같아요 저도 언젠가 꼭 한번 가보고 싶어요
저는 동남아시아 문화에 관심이 많아요 특히 태국이나 베트남의 음식 문화가 독특하고 맛있는 것 같아요
동남아 음식은 향신료가 매력적이죠 저도 정말 좋아해요
저는 남미 문화에 관심이 많아요 특히 브라질의 음악이나 춤이 열정적인 것 같아요
삼바 축제는 정말 활기 넘치죠! 저도 언젠가 꼭 한번 축제를 즐겨보고 싶어요
저는 아프리카 문화에 대해 더 알고 싶어요 다양한 부족들의 전통이나 예술이 흥미로워요"
외국 문화에 대한 관심사,"외국어 공부하는 것에 관심 있으세요? 어떤 언어에 관심 있으세요?
저는 영어 공부는 꾸준히 하고 있고 최근에는 스페인어 배우는 것에 관심이 생겼어요
스페인어는 남미나 스페인 여행 갈 때 유용할 것 같아요 저도 예전에 잠깐 배웠었어요
저는 일본어 공부를 하고 있어요 일본 드라마나 영화를 자막 없이 보고 싶어서요
일본어는 문법이 한국어랑 비슷해서 배우기 수월한 점도 있는 것 같아요
저는 프랑스어 배우는 것에 로망이 있어요 프랑스 영화나 음악을 좋아해서요
프랑스어는 발음이 어렵다고 들었는데 매력적인 언어인 것 같아요
저는 중국어 공부를 조금 했었는데 발음이 너무 어려워서 포기했어요
중국어는 성조가 있어서 어렵죠 그래도 배우면 유용한 언어인 것 같아요
저는 아랍어에 관심이 있는데 배우기가 엄청 어렵다고 하더라고요"
외국 문화에 대한 관심사,"혹시 외국 음식 중에서 특별히 좋아하는 거 있으세요?
저는 베트남 쌀국수를 정말 좋아해요 따뜻한 국물에 면이랑 고기랑 같이 먹으면 너무 맛있어요
저도 베트남 음식 좋아해요 특히 반쎄오나 짜조도 정말 맛있죠
저는 이탈리아 파스타나 피자를 즐겨 먹어요 종류도 다양하고 맛도 훌륭한 것 같아요
이탈리아 음식은 전 세계적으로 사랑받는 것 같아요 저도 좋아해요
저는 태국 커리를 좋아해요 코코넛 밀크가 들어간 부드러운 커리가 정말 맛있어요
태국 음식은 향긋한 향이 매력적인 것 같아요 저도 좋아해요
저는 멕시코 타코나 부리토를 좋아해요 매콤한 맛이 스트레스 해소에 최고예요
멕시코 음식은 정말 다채롭고 맛있는 것 같아요 저도 즐겨 먹어요
저는 인도 커리랑 난을 정말 좋아해요 향신료의 풍미가 독특하고 맛있어요"
외국 문화에 대한 관심사,"혹시 외국 영화나 드라마 즐겨 보시는 거 있으세요?
저는 프랑스 영화 특유의 분위기나 영상미를 좋아해서 자주 찾아보는 편이에요
프랑스 영화는 뭔가 예술적인 느낌이 강한 것 같아요 저도 좋아해요
저는 일본 드라마나 애니메이션을 즐겨 봐요 잔잔하면서도 감동적인 이야기가 많은 것 같아요
일본 드라마는 일상적인 이야기를 섬세하게 잘 그려내는 것 같아요 저도 좋아해요
저는 미국 드라마나 영화를 즐겨 봐요 스케일이 크고 화려한 액션 영화를 좋아해요
미국 영화는 다양한 장르가 있어서 골라 보는 재미가 있죠 저도 액션 영화 좋아해요
저는 중국 사극 드라마를 좋아해요 화려한 의상이나 스케일 큰 전투 장면이 인상적이에요
중국 사극은 스토리가 탄탄해서 빠져들게 되는 것 같아요 저도 좋아해요
저는 스페인 드라마나 영화의 정열적인 분위기가 좋아서 자주 봐요"
외국 문화에 대한 관심사,"혹시 외국 여행 경험 있으세요? 가장 기억에 남는 여행지는 어디인가요?
저는 작년에 처음으로 일본 여행을 갔었는데 깨끗하고 질서 있는 모습이 인상 깊었어요
일본은 대중교통도 잘 되어 있고 혼자 여행하기에도 좋은 곳 같아요 저도 가보고 싶어요
저는 유럽 배낭여행이 가장 기억에 남아요 여러 나라를 돌아다니면서 다양한 문화를 경험했던 것이 정말 좋았어요
배낭여행은 정말 특별한 경험이 될 것 같아요 저도 언젠가 꼭 한번 도전해보고 싶어요
저는 태국 여행 갔을 때 현지 음식도 맛있었고 사람들도 친절해서 좋은 기억으로 남아있어요
태국은 물가도 저렴하고 볼거리도 많아서 여행하기 좋은 곳 같아요 저도 가보고 싶어요
저는 미국 서부 여행 갔을 때 광활한 자연 풍경에 압도당하는 느낌을 받았어요
미국의 웅장한 자연은 정말 대단하죠 저도 꼭 한번 가보고 싶어요
저는 베트남 하노이 여행 갔을 때 독특한 분위기와 맛있는 길거리 음식이 기억에 남아요"
행복의 조건이나 의미,"혹시 자신에게 행복이란 뭐라고 생각하세요?
저는 좋아하는 사람들과 함께 맛있는 음식을 먹고 웃는 소소한 일상 속에서 행복을 느껴요
정말 공감돼요! 평범한 일상 속에서 행복을 찾는 것이 중요한 것 같아요
저에게 행복은 제가 좋아하는 일을 하면서 보람을 느끼는 순간인 것 같아요
자신이 좋아하는 일을 하면서 살아가는 것은 정말 큰 행복이죠
저에게 행복은 마음이 편안하고 걱정 없이 지내는 상태인 것 같아요
마음의 평화는 정말 소중한 것 같아요 저도 스트레스 없이 사는 것이 행복이라고 생각해요
저에게 행복은 제가 가진 것에 감사하면서 만족하는 마음을 갖는 것 같아요
감사하는 마음은 행복의 시작인 것 같아요 저도 그렇게 생각해요
저에게 행복은 미래에 대한 희망을 품고 오늘을 즐겁게 살아가는 것이에요"
행복의 조건이나 의미,"자신을 행복하게 만드는 가장 중요한 것은 무엇이라고 생각하세요?
저는 사랑하는 가족과 친구들이 곁에 있다는 것이 저에게 가장 큰 행복인 것 같아요
사람들과의 관계는 정말 소중하죠 저도 좋은 사람들과 함께하는 것이 행복이라고 생각해요
저에게 가장 중요한 것은 건강인 것 같아요 건강해야 다른 모든 것을 누릴 수 있으니까요
정말 맞는 말씀이에요 건강은 행복의 기본적인 조건인 것 같아요
저에게 가장 중요한 것은 자유인 것 같아요 제가 하고 싶은 것을 하면서 자유롭게 살아가는 것이 행복이에요
자유는 정말 소중한 가치죠 저도 구속받지 않고 자유롭게 사는 것을 좋아해요
저에게 가장 중요한 것은 경제적인 안정인 것 같아요 걱정 없이 살 수 있는 정도의 경제력이 있어야 행복할 수 있다고 생각해요
경제적인 안정도 중요한 부분이죠 하지만 돈이 전부가 아니라는 생각도 들어요
저에게 가장 중요한 것은 제 자신이 성장하고 발전하는 것을 느끼는 거예요"
행복의 조건이나 의미,"혹시 돈이 행복의 전부라고 생각하세요?
저는 돈이 행복의 전부라고 생각하지 않아요 기본적인 생활을 유지할 정도의 돈은 필요하지만 돈보다 더 중요한 가치들이 많다고 생각해요
저도 돈이 많다고 꼭 행복한 것은 아니라고 생각해요 돈보다는 마음의 여유가 더 중요한 것 같아요
돈은 행복의 조건 중 하나일 수는 있지만 절대적인 것은 아닌 것 같아요 돈으로 살 수 없는 행복도 많죠
맞아요! 사랑이나 우정 건강 같은 것들은 돈으로 살 수 없는 소중한 것들이죠
돈이 많으면 편리한 점은 많겠지만 그것이 곧 행복으로 이어지는 것은 아닌 것 같아요
저도 그렇게 생각해요 돈보다는 어떻게 돈을 사용하는지가 더 중요하다고 봐요
돈은 수단일 뿐 그 자체가 목적이 될 수는 없다고 생각해요 저도 동의해요"
행복의 조건이나 의미,"자신에게 행복을 주는 소소한 습관이나 행동이 있으세요?
저는 아침에 일어나서 따뜻한 커피를 마시면서 하루를 시작하는 것이 소소한 행복이에요
향긋한 커피 향은 정말 기분 좋게 하루를 시작하게 해주는 것 같아요 저도 좋아해요
저는 퇴근 후에 좋아하는 음악을 들으면서 샤워하는 시간이 하루의 스트레스를 푸는 행복한 시간이에요
음악은 정말 힘이 있죠 저도 음악 들으면서 힐링하는 것을 좋아해요
저는 주말에 맛있는 음식을 직접 만들어 먹는 것이 소소한 행복이에요
자신이 만든 음식을 맛있게 먹는 것은 정말 즐거운 일이죠 저도 요리하는 것을 좋아해요
저는 밤에 자기 전에 책을 읽는 것이 하루를 마무리하는 행복한 습관이에요
책 읽는 것은 마음의 양식을 쌓는 좋은 습관이죠 저도 자기 전에 책 읽는 것을 좋아해요
저는 산책하면서 자연을 느끼는 것이 소소한 행복이에요"
행복의 조건이나 의미,"혹시 요즘 가장 큰 행복은 무엇이라고 생각하세요?
저는 요즘 날씨가 좋아서 사랑하는 사람과 함께 공원이나 카페에 가서 시간을 보내는 것이 가장 큰 행복이에요
정말 낭만적이네요! 저도 날씨 좋은 날 데이트하는 것이 제일 행복해요
저는 요즘 제가 하고 싶은 일을 하면서 작은 성과들을 만들어낼 때 가장 큰 행복을 느껴요
자신의 능력을 발휘하고 성취감을 느끼는 것은 정말 큰 행복이죠
저는 요즘 가족들이 모두 건강하게 잘 지내는 모습을 보는 것이 가장 큰 행복이에요
가족의 건강은 정말 무엇과도 바꿀 수 없는 소중한 행복이죠 저도 그렇게 생각해요
저는 요즘 좋아하는 취미 활동에 몰두하면서 스트레스를 해소하는 것이 가장 큰 행복이에요
자신만의 시간을 가지면서 좋아하는 일을 하는 것은 정말 중요하죠 저도 취미 생활을 즐기는 편이에요"
싫어하는 운동이나 스포츠,"혹시 싫어하는 운동이나 스포츠 있으세요?
저는 뛰는 걸 별로 안 좋아해서 육상 종목은 잘 안 보게 되더라고요
저도 오래 달리는 건 힘들더라고요 숨이 너무 차서 싫어요
저는 공으로 하는 운동을 잘 못해서 축구나 농구 같은 구기 종목은 별로 안 좋아해요
저도 공 컨트롤하는 게 어렵더라고요 그냥 보는 건 재미있는데 직접 하는 건 좀…
저는 격투기처럼 몸싸움하는 스포츠는 좀 무서워서 잘 안 보게 돼요
맞아요! 너무 격렬해서 보기에 좀 부담스러울 때가 있는 것 같아요
저는 수영을 별로 안 좋아해요 물에 들어가는 그 느낌이 싫더라고요
저도 물을 무서워해서 수영은 피하게 돼요
저는 겨울 스포츠를 싫어해요 추운 날씨에 밖에서 운동하는 건 상상만 해도 싫어요"
싫어하는 운동이나 스포츠,"혹시 특별히 싫어하는 스포츠 경기 있으세요?
저는 야구 경기가 너무 길게 느껴져서 잘 안 보게 돼요
저도 야구는 룰도 복잡하고 경기 시간도 길어서 지루할 때가 많더라고요
저는 골프 경기가 너무 정적이라서 집중이 잘 안 돼요
맞아요! 선수들 움직임이 적어서 그런지 멍하게 보게 되는 것 같아요
저는 당구처럼 좁은 공간에서 하는 스포츠는 별로 흥미가 안 생기더라고요
저도 활동적인 스포츠가 더 재미있는 것 같아요
저는 체조 경기 볼 때 선수들 부상당할까 봐 조마조마해서 잘 못 보겠어요
정말 안타까운 순간들이 있죠 저도 마음 졸이면서 보게 돼요
저는 프로 레슬링처럼 짜고 하는 스포츠는 별로 안 좋아해요"
싫어하는 운동이나 스포츠,"혹시 해본 운동 중에서 정말 힘들었던 운동 있으세요?
저는 헬스장에서 하는 하체 운동이 너무 힘들더라고요 다음 날 근육통 때문에 고생했어요
저도 스쿼트나 런지 같은 하체 운동은 정말 힘들어요 할 때마다 포기하고 싶어져요
저는 등산을 별로 안 좋아해요 올라가는 건 너무 힘들고 내려올 때는 무릎이 아파서…
맞아요! 등산은 체력 소모가 너무 큰 것 같아요 경치 구경하는 건 좋은데 말이죠
저는 복싱처럼 주먹으로 때리는 운동은 좀 거부감이 들어요
저도 격렬한 운동은 쉽게 도전하기가 어렵더라고요
저는 필라테스처럼 정적인 운동은 지루하게 느껴져서 잘 안 하게 돼요
활동적인 걸 좋아하시면 필라테스가 안 맞을 수도 있겠네요
저는 요가처럼 몸을 많이 늘리는 운동은 유연성이 부족해서 너무 힘들어요"
싫어하는 운동이나 스포츠,"혹시 운동 신경이 없다고 생각하세요? 어떤 운동이 제일 어려웠어요?
저는 공 던지고 받는 걸 너무 못해서 피구나 농구 같은 건 정말 젬병이에요
저도 공을 제대로 던지거나 받는 게 어렵더라고요 운동 신경이 없는 것 같아요
저는 균형 감각이 엉망이라 자전거 타는 거나 스케이트 타는 게 너무 어려웠어요
균형 잡는 게 쉽지 않죠 저도 어렸을 때 자전거 타다가 많이 넘어졌어요
저는 박자 감각이 없어서 에어로빅이나 댄스 같은 운동은 따라 하기가 너무 힘들어요
리듬 타는 게 어렵죠 저도 몸치라서 춤추는 건 상상도 못 해요
저는 순발력이 부족해서 배드민턴이나 탁구 같은 라켓 운동은 어렵더라고요
순간적인 판단력과 움직임이 중요하죠 저도 그런 운동은 잘 못 해요
저는 유연성이 너무 떨어져서 스트레칭하는 것도 너무 힘들어요"
싫어하는 운동이나 스포츠,"혹시 운동하다가 다친 경험 있으세요? 어떤 운동하다가 다치셨어요?
저는 예전에 축구하다가 발목을 삐끗한 적이 있어서 축구는 좀 트라우마가 있어요
스포츠 부상은 정말 조심해야 하죠 저도 농구하다가 손가락을 다친 적 있어요
저는 수영장에서 미끄러져서 넘어지는 바람에 팔꿈치를 다친 적이 있어요
물 있는 곳은 항상 미끄럽죠 저도 조심해야겠어요
저는 자전거 타다가 넘어져서 무릎이 깨진 적이 있어서 자전거 타는 건 무서워요
안전 장비 꼭 착용해야 할 것 같아요 저도 자전거 타다가 크게 다칠 뻔한 적 있어요
저는 헬스장에서 무거운 거 들다가 허리를 삐끗한 적이 있어서 웨이트 트레이닝은 조심하게 돼요"
싫어하는 영화,"혹시 싫어하는 영화 장르 있으세요?
저는 공포 영화는 너무 무서워서 절대 안 봐요 심장이 쫄깃해지는 그 느낌이 너무 싫어요
저도 무서운 거 정말 싫어해서 공포 영화는 질색이에요
저는 SF 영화는 내용이 너무 어렵고 비현실적이어서 별로 안 좋아해요
저도 SF 영화는 이해하기 힘들 때가 많더라고요
저는 뮤지컬 영화는 노래 부르는 장면이 너무 오글거려서 잘 못 보겠어요
저도 뮤지컬 영화는 좀 어색하게 느껴질 때가 있어요
저는 액션 영화는 너무 시끄럽고 폭력적인 장면이 많아서 별로 안 좋아해요
저도 액션 영화는 잔인한 장면 때문에 보기가 힘들더라고요
저는 로맨스 영화는 뻔한 스토리라서 잘 안 봐요"
싫어하는 영화,"혹시 영화 보다가 중간에 나온 적 있으세요? 어떤 영화였어요?
저는 예전에 너무 지루한 영화를 봐서 중간에 그냥 나왔어요 뭔 내용인지도 기억 안 나네요
정말 재미없는 영화는 시간 낭비죠 저도 돈 아까워서 끝까지 보긴 하지만 후회할 때 많아요
저는 너무 슬픈 영화는 보고 나면 기분이 계속 우울해져서 중간에 멈춘 적 있어요
저도 슬픈 영화는 잘 안 봐요 보고 나면 너무 감정이 소모되는 느낌이에요
저는 내용이 너무 이해 안 되는 난해한 영화는 보다가 포기했어요
저도 철학적인 영화나 예술 영화는 어려워서 집중하기 힘들더라고요
저는 잔인한 장면이 너무 많이 나오는 영화는 보다가 눈 감고 그랬어요"
싫어하는 영화,"혹시 배우 때문에 안 보는 영화 있으세요?
저는 특정 배우 연기를 너무 싫어해서 그 배우 나오는 영화는 아예 안 봐요
취향 차이니까요 저도 별로 안 좋아하는 배우 나오는 영화는 잘 안 보게 돼요
저는 발연기하는 배우 나오는 영화는 몰입이 안 돼서 못 보겠더라고요
연기력이 중요한데 어색하면 보기 힘들죠 저도 공감해요
저는 논란 있었던 배우 나오는 영화는 왠지 보고 싶지 않더라고요
사회적으로 물의를 일으킨 배우 영화는 좀 그렇긴 하죠
저는 아이돌 출신 배우 나오는 영화는 선입견 때문에 잘 안 보게 돼요"
싫어하는 영화,"혹시 스토리가 뻔하다고 생각해서 안 보는 영화 있으세요?
저는 클리셰 범벅인 로맨틱 코미디는 결말이 예상돼서 잘 안 봐요
뻔한 스토리는 지루하죠 저도 예측 가능한 영화는 흥미가 안 생기더라고요
저는 주인공이 너무 착하기만 한 영화는 현실감이 없어서 별로 안 좋아해요
너무 이상적인 스토리는 공감하기 힘들 때가 있죠
저는 권선징악 뻔한 스토리는 유치하게 느껴져서 안 봐요
새로운 반전이나 메시지가 없는 영화는 좀 지루하죠
저는 결말이 너무 허무하거나 열린 결말인 영화는 싫어해요"
싫어하는 영화,"혹시 영상미나 연출이 별로라서 싫어하는 영화 있으세요?
저는 저예산 티가 너무 나는 영화는 몰입이 안 돼서 싫어해요
어설픈 CG나 특수효과는 오히려 집중을 깨뜨리죠 저도 동감해요
저는 카메라 워킹이 너무 불안정하거나 편집이 엉망인 영화는 멀미 나는 것 같아요
저도 화면이 너무 흔들리거나 뚝뚝 끊기면 보기 힘들더라고요
저는 색감이나 조명이 촌스러운 영화는 왠지 촌스럽게 느껴져서 안 보게 돼요
미술적인 요소도 영화의 중요한 부분이죠
저는 배우들 분장이나 의상이 어색한 영화는 몰입하기 어려워요"
싫어하는 음악,"혹시 싫어하는 음악 장르 있으세요?
저는 너무 시끄럽고 가사도 없는 헤비메탈이나 하드코어 락은 잘 안 듣게 되더라고요
저도 너무 강렬한 음악은 오래 듣기 힘들어요 귀가 아픈 느낌이에요
저는 랩이나 힙합 음악은 가사를 잘 못 알아듣겠고 비트가 너무 강해서 별로 안 좋아해요
저도 랩은 뭔가 알아듣기 어렵고 시끄럽게 느껴질 때가 있어요
저는 트로트 음악은 멜로디나 가사가 너무 뻔하고 촌스럽게 느껴져서 안 듣게 돼요
저도 트로트는 뭔가 올드한 느낌이라 잘 안 듣게 되더라고요
저는 너무 느리고 우울한 분위기의 클래식 음악은 듣고 있으면 같이 우울해지는 것 같아서 피하게 돼요"
싫어하는 음악,"혹시 듣기 싫어하는 특정 악기 소리 있으세요?
저는 삐- 하는 고음의 전자음이나 기계음이 너무 싫어요 귀에 거슬려요
저도 날카로운 소리는 듣기 힘들더라고요
저는 굉음이나 드릴 소리처럼 시끄러운 소리가 섞인 음악은 별로 안 좋아해요
저도 소음 같은 음악은 듣고 싶지 않아요
저는 너무 과하게 오토튠을 사용한 목소리는 듣기 불편하더라고요
목소리 자체의 매력이 안 느껴지는 것 같아요
저는 플루트나 바이올린의 너무 높은 음역대는 왠지 불안하게 느껴져서 싫어요
악기 소리도 호불호가 갈리는 것 같아요"
싫어하는 음악,"혹시 가사가 너무 유치하거나 의미 없는 노래 싫어하세요?
네 저는 가사가 너무 뻔하거나 사랑 타령만 하는 노래는 별로 안 좋아해요
저도 공감 안 되는 가사는 듣기 힘들더라고요
저는 욕설이나 비속어가 너무 많이 들어간 노래는 듣기 거북해요
저도 듣기에 불편한 가사는 피하게 돼요
저는 아이돌 그룹의 후렴구만 반복되는 중독성만 강조한 노래는 별로 안 좋아해요
저도 깊이 없는 음악은 오래 듣기 힘들더라고요
저는 너무 슬프거나 절망적인 내용의 가사는 듣고 있으면 기분이 다운돼서 안 들어요"
싫어하는 음악,"혹시 너무 과하게 기교를 부리는 창법 싫어하세요?
네 저는 노래 부를 때 너무 꾸미거나 소리 지르는 듯한 창법은 듣기 불편해요
저도 깔끔하게 부르는 스타일이 더 좋아요
저는 콧소리가 너무 심하거나 웅얼거리는 듯한 발음은 가사가 잘 안 들려서 싫어요
저도 발음이 부정확하면 집중하기 힘들더라고요
저는 너무 인위적으로 음정을 높이거나 낮추는 노래는 부자연스러워서 싫어요
저도 편안하게 들을 수 있는 목소리가 좋아요
저는 라이브 공연에서 음정이 불안정한 가수의 노래는 듣기 힘들더라고요"
싫어하는 음악,"혹시 특정 가수나 그룹의 음악은 별로 안 좋아하세요?
네 저는 특정 가수의 목소리나 음악 스타일이 제 취향이 아니라서 안 듣게 돼요
개인의 취향이니까요 저도 별로 안 좋아하는 가수는 있어요
저는 너무 상업적이거나 자극적인 음악만 추구하는 그룹은 별로 안 좋아해요
저도 음악보다는 외적인 요소만 강조하는 것 같은 그룹은 별로예요
저는 팬덤 문화가 너무 강한 가수는 왠지 거리감이 느껴져서 안 듣게 돼요
팬덤 문화는 때로는 좀 부담스러울 수 있죠
저는 과거에 논란이 있었던 가수의 음악은 왠지 듣고 싶지 않더라고요"
예의 없는 사람에 대한 경험,"혹시 살면서 예의 없다고 느꼈던 사람 만나본 적 있으세요?
네 얼마 전에 식당에서 옆 테이블 사람이 너무 크게 통화해서 밥 먹는 내내 불편했어요
공공장소에서 큰 소리로 통화하는 건 정말 매너 없는 행동이죠 저도 싫어요
저는 얼마 전에 길을 걷다가 어떤 사람이 저를 툭 치고 그냥 가서 기분이 나빴어요
사과 한마디 없이 그냥 가는 사람들은 정말 이해가 안 돼요
저는 얼마 전에 온라인 커뮤니티에서 댓글로 무례한 말을 하는 사람 때문에 상처받았어요
익명이라고 함부로 말하는 사람들은 정말 문제인 것 같아요
저는 엘리베이터에서 어른이 먼저 타셨는데 새치기하는 젊은 사람 보고 눈살이 찌푸려졌어요"
예의 없는 사람에 대한 경험,"혹시 직장이나 학교에서 예의 없는 사람 때문에 힘들었던 적 있으세요?
네 저희 회사에 자기보다 직급 낮은 사람한테 함부로 대하는 사람이 있어서 너무 불편해요
직장 내 괴롭힘은 정말 심각한 문제죠 상처받는 사람들이 많을 것 같아요
저는 학교 다닐 때 후배들한테 막말하고 갑질하는 선배 때문에 힘들었어요
나이 어리다고 함부로 대하는 건 정말 잘못된 행동이죠
저는 얼마 전에 회의 시간에 다른 사람 말은 듣지도 않고 자기 주장만 계속하는 사람 때문에 답답했어요
자기 생각만 옳다고 생각하는 사람들은 소통하기 힘들죠
저는 발표 시간에 딴짓하거나 대놓고 하품하는 사람 때문에 민망했어요"
예의 없는 사람에 대한 경험,"혹시 아르바이트하면서 진상 손님 때문에 힘들었던 적 있으세요?
네 저는 카페에서 일하는데 반말 찍찍하고 무리한 요구하는 손님들 때문에 너무 힘들어요
서비스직은 정말 감정 노동이 심한 것 같아요 저도 예전에 아르바이트할 때 진상 손님 때문에 울었던 적 있어요
저는 음식점에서 일하는데 음식 맛없다고 막말하고 돈 못 내겠다고 우기는 손님 때문에 난감했어요
정말 상식 이하의 행동을 하는 사람들이 있죠
저는 편의점에서 일하는데 술 취해서 와서 행패 부리는 손님 때문에 무서웠어요"
예의 없는 사람에 대한 경험,"혹시 온라인에서 예의 없는 사람 때문에 불쾌했던 경험 있으세요?
네 저는 SNS에서 악플 다는 사람들 때문에 스트레스 많이 받아요
익명 뒤에 숨어서 남에게 상처 주는 사람들은 정말 비겁한 것 같아요
저는 게임하다가 채팅으로 욕설하는 사람 때문에 기분 망쳤어요
온라인 게임은 익명성이 보장되다 보니 더 심한 것 같아요
저는 유튜브 댓글에서 비방하거나 조롱하는 댓글들 보면 화나요
건전한 비판은 괜찮지만 악의적인 댓글은 정말 문제인 것 같아요
저는 데이트 앱에서 무례한 메시지 보내는 사람 때문에 불쾌했어요"
