class,conversation
1,"이 사장님 이거 오랜만입니다?
아.자네 어쩐 일인가.
어쩐 일이냐뇨 섭섭하네요. 아니 다름이 아니라 제가 부탁 좀 드리려구요.
어떤 부탁인가.
제가 이번에 사업을 하나 시작했는데 초기 자본이 영 딸리네요?
자본? 그걸. . 왜 나한테.
사장님 사장님이 이러시면 안되죠. 저번에 저희 애들이랑 룸에서 무슨 일 있었는지 사모님께 다 알려드려요?
.그.그건 그 때 너네가 만들어 낸 상황이였잖아! .
그래서 말씀드릴까요? 사장님? 딱 1억만 부탁드립니다. 가족들 떠나는 거 보고싶지 않으시죠? 
제발 그러지말게나.내가 어떻게 든. 구해볼테니 제발 그 일만은."
3,"다시 말해 보세요.
 네?
 다시 말해 보시라고요.
 안녕히 가십시오 손님.이렇게요?
 왜 무슨 기분 나쁜 일 있어요? 왜 목소리에 힘을 주고 그래요? 기분 나쁘게!
 ? 무슨 말씀이신지.
 이를 악 물고 말하면 그게 안녕히 가라는 소리에요? 가다 차에 치어 죽으라는 소리지?
 죄송합니다. 그런 의도는 전혀 아니었습니다.
 아 정말 기분 나빠. 여기는 직원 교육을 어떻게 하는 거야?
 다시 한번 사과 드립니다. 그런데 정말 그런 게 아닙니다."
3,"엄마! 왜 학교까지 데리러 왔어? 얘는 내 친구야 같은 반!
아 그래.? 아이고 안녕하세요. 만나서 반가워요. 앞으로도 제 아들이랑 친하게 지내요 친구랑 뭐 먹을래?
야 근데 너네 엄마 어디다 인사하냐?
아 제가 눈이 안 좋아서 죄송해요. 소리로만 판단하다 보니 다른 곳에다 인사했네요. 기분 나빴다면 미안해요 학생
아 아니에요.야 근데 너네 엄마 아예 안 보여? 앞이 깜깜하게?
응응 어릴 때 갑자기 병을 앓으셔서 그때부터 시력 감소하다 결국 실명 되셨어.
음. 그렇구나 딱 너 미래네 앞이 깜깜한게 엄마가 항상 니 미래 보고 계시네
넌 뭔 말이 그러냐. 너무 무례한거 아니야? 사과해 당장
야 장난이야 장난 장난도 못치냐? 엄마가 앞이 뵈는게 없어서 자식도 뵈는 게 없나보네.
너 진짜 개자식이구나? 말을 그렇게 밖에 못 해?
난 개자식이지. 넌 까막눈장님 자식이잖아. 그거 알아? 장애인 밑에서 자란 애들은 상대적으로 감정제어 못 한다던데 맞는 말이네."
0,"야 애들한테 나랑 안 사귄다 그러면 나 바로 죽어버릴거야
너랑 안 사귀는데 애들한테 어떻게 그렇게 말해 나 그리고 좋아하는 사람 있단 말이야
아 그래.? 나 죽는거 보고 싶은거지? 나 유서에 너때문에 죽는다고 쓸거야 각오해
아 제발. 너가 죽기를 바라지 않아 하지만 어쩔 수 없는 상황이잖아
뭐가 어쩔 수 없는 상황이야 그럼 나한테 왜 그렇게 잘해줬어.? 사람 착각하게 만들고
그건 같은 모둠이라 그랬던거야 다같이 좋은 점수 받아야 하니까
그럼 적당히 나댔어야지 세상 제일 착한 척 그래 그냥 너도 죽고 나도 죽자
야 밀지마 왜 이래 떨어져 미쳤어?
그니까 애들한테 사귄다고 말하는 게 죽는거보다 어렵니? 죽기 싫으면 빨리 말해
알겠어 말할테니까 제발 진정해
지금 당장 말해 안 그러면 너 밀고 나도 떨어져서 죽어버릴거야"
2,"수민씨 토요일 저녁에 시간되지?
 아직 약속은 없습니다
 토요일에 축구 멤버가 한명 비는데 같이 좀 가자
 네.? 이 추운 날씨에 축구요.?
 젊은 사람이 뭐가 춥다고 그러는가?
 제가 추위를 조금 많이 탑니다.
 나때는 이 날씨에 팬티만 입고 다녔네!! 그래서 못 나오겠다는건가?
 네. 힘들거같습니다
 다시 한번 생각할 기회를 주겠네. 진짜 안 나올텐가?
 부장님 이거 회사내 부조리 아닙니까.?
 그렇게 생각하면 회사를 그만두던가! 아니먼 내가 회사 부조리가 뭔지 보여주겠네
 부장님."
0,"자네가 내일 삼송그룹 회장이 192억 탈세를 했다는 사실을 기사로 내보낸다는 기자인가?
네 맞습니다
좋은 말로 할 때 그 기사 올리지 말게. 당신은 천호초 앞 우미린 아파트 602동 101호에 살고 당신네 자식은 8시35분 경에 등교를 하여 4시에 딩동댕피아노학원에 가지?
헉 . 그걸 어떻게
지금까지 앞에 한 말 잘 들었을 거야. 우리가 왜 자네에게 이런 말을 했는지 모르겠나?
제가 만약 올리게 된다면 어떻게 되나요 저는 시민들의 알권리가 있고 대한민국을 밝히는 일이 제 직업적 소명이기에 기자라는 직업을 택했습니다.
자네같은 기자만 수십 아니 하루에도 열 명씩 처리한다네. 이 세상엔 권력이면 자네 목숨값 하나정도야 쉬워
지금 안한다고 하면 목숨은 챙겨나갈 수 있지만 내일이면 당신 포함 당신의 가족들 전부가 죽게될거야
이 세상엔 경찰들이 있지 않습니까? 분명 폭로한다고 했던 기자가 죽는 것을 보고 공론화되어서 당신들이 다 죽인게 탄로날거에요
말귀를 잘 못알아 먹군. 자네가 이 세상을 바꿀 수 있을 거라 생각한다면 큰 오산이야 멍청한 직업적 소명에 내일 당장 목매달고 작별인사도 못 한 채로 산에 쳐 묻히기 싫으면 조용히 파일을 넘기고 나가게
네 살려주세요"
1,"어이 거기
예??
너 말이야 너. 이리 오라고
무슨 일.
너 옷 좋아보인다?
얘 돈 좀 있나봐
아니에요.돈 없어요
뒤져서 나오면 넌 죽는다
오늘 피시방 콜?
콜. 마지막 기회다. 있는거 다 내놔
정말 없어요"
2,"이게뭐야 김사원 똑바로 안해?
뭐가요
말대꾸하지마
예?
이게어디서
죄송합니다
다시해
죄송합니다
빨리해
네"
2,"그소문들었어?
 무슨소문?
 아 2팀 김주임이랑 3팀 이주임이 그렇고 그런?
 맞아요 그 소문
 김주임님 유부남 아닌가요?
 저번에 보니까 탕비실에서 둘이 쑥덕거리더라고
 확인되지 않은 사실 아닌가요?
 아 아니면 말지 뭐. 괜히 엮기지 말라고 말해주는거야
 같이 다니지 말라고 괜히 이미지 나빠진다?
 그래 이주임이 여우같은 스탈이자나 가까이 두지마"
1,"어이 거기 학생 잠깐 일로 와봐.
왜요?
돈 있니?
없어요 저 거지에요.
뒤져서 나오면 십원에 한대다. 여기 이 만원은 뭐냐?
이번주 차비에요. 제발 그건 가져가지 마세요.
나도 차비가 없어서 말이야. 그냥 다시 부모님한테 달라그래.
저희 집 진짜 가난해요. 돈 없다구요.
나도 돈이 없어 미안.
제발 돌려주세요"
4,"너 우리 동아리 다음 주 MT 갈 거지?
당연히 가야지! 완전 기대 중.
이번에 어디로 간다고 했지? 장소 까먹었어.
가평으로 간대. 계곡 근처 펜션 잡았다고 하던데?
오 좋다! 물놀이도 할 수 있겠네.
그럴 듯? 근데 밤에 술 게임하는 게 더 기대돼.
크 역시 뭘 좀 아는군. 나도야.
MT 전에 장기자랑 준비해야 하나?
설마… 그런 거 없겠지? 제발 없길."
3,"너 그 친구들이랑 만나지마
응? 고등학교때부터 친구들인데 어떻게 만나지마왜그래
걔네들이 나보다 더 중요해?!
아니야. 나한텐 너밖에 없어
그럼 걔네들이랑 만나지마! 난 걔네들 싫다고!!!
그.그치만 전에도 대학교 친구들 만나지 말라고해서 이제 걔네랑도 연 끊겼는데.
뭐?!그래서?!
지금 고등학교 친구들도 착한 얘들이야.
너뭐야?!나보다 걔네들이란 거야?! 그럴거면 헤어져!!!
아.알았어.이제 안만날게
진짜지?
.그럼. 너가 싫다면 안할게
고마워 역시 나한텐 너밖에 없어.
응. 나도 너밖에없어."
0,"제발 대학교 입학 포기 신청해줘 나 이제 그 대학 하나란 말이야
내가 왜 그래야해 나도 상향으로 쓴 대학 붙어서 여기 가고 싶어 내가 이럴까봐 대학 쓴거 안 알려준거였어
너 진짜 나 대학 안 가서 죽는 꼴 보고 싶어? 내가 얼마나 노력했는데 너만 빠지면 나 예비1번이라 합격이야
그니까 내가 왜 그래야 하는거냐고 너도 중요한만큼 내 인생에도 중요해
아. 그래.? 그냥 이번에 포기하고 다른 대학 가면 안될까? 너 가천 대학교도 합격 했잖아
이 대학이 내가 원하는과고 부모님도 여기로 가라고 하셨어 미안하지만 안돼
하. 그러면 방법은 하나밖에 없네
그래 그냥 안타깝지만 다른 대학 결과를 기다리던지 아니면 정시점수 좋으니까 그거 한 번 도전해봐 난 항상 응원해
아니 난 가망없어 그냥 너 죽이고 내가 그 대학갈래 어쩌피 너 혼자라서 너 죽어봤자 아는 사람 없잖아?
이러지말자 대학은 인생 첫 시작의 출발점 일 뿐이야 조금 늦어도 괜찮아
싫어 난 이번뿐이야 그냥 너 하나 죽인다고 아는 사람 없고 그럼 자동적으로 대학은 불합격 이겠지 그러면 모든 게 완벽해
미안하지만 그니까 대학 양보해주면 죽을일은 없잖아. 나중에 우리 꼭 만나자 미안해"
0,"아니 나한테 송아지를 넘기기로 했으면서 이제와서 무슨말인가
아 저기 옆마을 한씨가 더 비싸게 쳐주기로한다지 뭔가
아니 그래도 사람이 약속한 게 있지!
약속은먼저 했는데 나도 돈이 궁해서 그랬네 미안하네
미안하다고 하면 단가?
그럼 어쩌라고? 내가 뭐 무릎이라고 꿇고 빌어야하나?
하. 진짜 적반하장이고만 내가 이대로 물러날것같은가?
안그러면 어쩌려고?
그 송아지 못팔게 내가 지금 낫으로 막 찔러 죽여블거구만
뭣이야? 나도 가만 있을지 알고? 나도 자네집 소들 다 죽여블거구만"
1,"수연아. 너꺼 화장품 좋아보인다. 새로 샀어?
 응 이번에 나 생일이라고 아빠가 사줬어 이쁘지?
 우와 이쁘다 한 번 써보자
 아니 남이 쓰는건 좀 그런데?
 아니 잠깐 써보겠는데 내가 더러워?
 아니야. 써
 우와 이거 진짜 좋다. 나 하루만 빌리자
 아니 빌리는 거 좀 그래 미안.
 아니 달라는 것도 아니고 하루만 빌리자는데 그게 싫어? 너 되게 웃긴다.
 하루만이야."
3,"와. 진짜 저새끼 개못생겼다.
그니까. 그냥 얼굴 차로 밟은거 아님? 진짜 역겹다.
너네 지금 나보고 하는말이야?
아 찔렸냐? 근데 찔릴만하긴해?
그렇게 사람 비하하면서 인신공격하면 좋아?
뭐래. 뚱땡이같은년이 말은 술술 잘하네. 돼지가 뭐이리 꿀꿀대냐.
진짜 그렇게 살지마.
아 어쩌라고 얼굴 개못생긴게 할말은 더럽게 많네. 니 얼굴 그정도면 장애인 아니냐?
진짜 니같은 얼굴이면 답없다. 진짜.
너네 앞가림이나 잘해. 그러는 니넨 진짜 한심해보여."
3,"나 어제 유튜브에서 주짓수 기술을 봤는데 일로 와봐
아 하지마.
아니 진짜 아픈거 아니야 잠깐만
뭔데 그래.
이얏!
윽. 숨을 못쉬겠어
좀만 더 참아봐 참을만 하지?
켁켁 나한테 진짜 왜그러는거야.?
내가 뭘 어쨌다고
나 너 때문에 너무 아프고 힘들어
뭘 그런거 갖고 그러냐? 진짜 속도 좁다 너"
3,"야 돼지야
어.?
아 대답하는 것 봐
돼지야
왜애.
이 새끼 웃긴다.시키니까 하는 것 봐
그니까 
그만해 이제
그만하래 
뭘 그만해 
이러는거 너무 지겨워
재밌잖아 꿀꿀"
4,"혹시 최근에 보신 영화 중에 폭력 수위가 높았던 영화 있으세요?
네 얼마 전에 '존 윅 4'를 봤는데 액션 장면이 정말 화려하면서도 잔인하더라고요
액션 영화는 어느 정도 폭력적인 장면이 불가피하지만 그 영화는 어느 정도 수위였나요?
총격 장면이나 격투 장면에서 피가 튀거나 신체가 손상되는 묘사가 꽤 자세하게 나왔어요
보시면서 불편함은 없으셨나요?
솔직히 좀 불편한 장면도 있었지만 액션 연출 자체가 워낙 뛰어나서 몰입하면서 봤어요
액션의 리얼리티를 강조하려다 보니 수위가 높아진 걸까요?
아무래도 그런 의도도 있었겠죠 다만 폭력적인 묘사에 거부감이 있는 분들은 보기 힘들 수도 있겠다는 생각이 들었어요
액션 영화를 즐겨 보시는 편이신가요?
네 좋아하는 편인데 과도한 폭력 묘사는 좀 자제해 줬으면 하는 바람도 있어요"
1,"야 거기 너 일로와봐
저 저요?
그래 너 찐따같은 놈 말 한번에 못 알아듣냐?
죄송합니다 왜요?
왜요? 말대꾸하냐? 미쳤나 돈이나 꺼내
지갑을 안 들고 왔어요.
개소리하네 그럼 학교에서 버스 어떻게 타고 왔어? 빨리 꺼내라
진짜예요.
돈 그냥 줄래 맞고 줄래?
드릴게요. 천원 있어요."
1,"지난번에 빌려드린 돈 갚아주세요
언제쩍 이야기 하는거에요 돈 없어요
돌려주신다고 빌려가셨잖어요
다 써버리고 없는걸 어떡하라고!
믿고 드린건데 .왜 안주세요
그럼 이번엔 오백만 줘봐 그럼 같이 드릴게
저한테 그런 돈이 어디있어요
그건 당신 사정이구요 받고 싶음 오백 더 줘봐요
신고할거에요
그러시던가 내가 돈 빌렸다는 증거있어?"
4,"오늘따라 달콤한 케이크가 너무 먹고 싶네요.
저도요! 특히 부드러운 생크림 케이크에 따뜻한 아메리카노 한잔하면 딱 좋을 것 같아요.
혹시 맛있는 케이크 파는 곳 아세요?
저희 동네에 '오늘의 케이크'라는 작은 가게 있는데 수제 케이크가 정말 맛있어요."
4,"혹시 다른 사람에게 받은 선물 중에서 특별히 기억에 남는 것이 있으세요?
저에게는 예전에 친한 친구가 생일 선물로 줬던 작은 액자가 정말 소중해요
어떤 그림이 그려져 있나요?
별이 빛나는 밤 그림인데 볼 때마다 마음이 평온해지는 기분이에요
선물한 친구분과 특별한 추억이 있으신가 봐요
네 힘들 때 서로에게 큰 힘이 되어주었던 친구라서 더 의미가 깊어요
저에게는 돌아가신 할머니께서 손수 뜨개질해주신 털실 모자가 아직도 있어요
할머니의 사랑이 느껴지는 따뜻한 선물이네요
네 겨울마다 따뜻함뿐만 아니라 할머니의 사랑까지 느껴져서 항상 챙겨 써요
저에게는 후배가 합격 선물로 준 책갈피가 늘 고마운 마음을 떠올리게 해요"
4,"B님 저번에 맡기신 자료 분석 파트 혹시 다 되셨을까요?
아 그거요? 거의 다 해가요. 근데 요즘 다른 과제가 너무 많아서 정신이 없네요.
그래도 내일 모레까지는 합쳐야 해서요. 혹시 어려운 부분 있으시면 같이 볼까요?
아니요 뭐 어려운 건 아닌데… 그냥 좀 바빠서. A님이 워낙 잘하시니까 금방 따라잡을게요.
네… 그래도 혹시 늦어질 것 같으면 미리 말씀해주세요.
네네 알겠습니다~ 걱정 마세요."
3,"야 현우야 이제 내 자리 돌려줘
싫어 임마
그거 니 게임 아니잖아
아니 이거 웃긴놈이네
뭐라고
야 그럼 이 컴퓨터가 너 꺼냐
아니 그런게 어딨어 돌려줘 돌려준다며
내가 언제 그랬어 증거있어 녹음했냐 너가 그냥 나한테 이 게임 선물했잖아
뭐야 미쳤어?
꺼져라
야 그럼 나 그 게임 로그아웃이라도 할게
너 안되겠다. 이리와."
4,"저는 어렸을 때 노래 부르고 춤추는 걸 좋아해서 동네 사람들 앞에서 자주 공연하곤 했어요.
끼가 많으셨네요! 꿈이 가수셨어요?
그때는 그냥 즐거워서 했던 건데 지금 생각해보면 재미있는 추억이에요."
4,"오늘 약속 까먹은 거야 아니 기억했어 근데 일이 생겼어
말이라도 해주지 미안해 진짜 미안해
괜찮아 다음부터는 꼭 얘기해줘"
3,"너 저리 좀 가서 앉아 움직이지 좀 마 냄새나
나 .냄새나 .?
어 너 안 씻고 다니냐? 냄새나 더러워
나 오늘도 씻었는데 .
씻은애가 그렇게 냄새난다고? 아 하긴 . 엄마가 없으니 
.아
엄마가 없으니 너가 더 잘 씻고 다녀야지 안그럼 너 고아인거 티내고 다니는거야
.그건 .
꼭 엄마 없는 것들이 고아인 티 내더라 좀 신경 좀 써
.아.알았어"
1,"야 이번달 수금시간이야
헉 미안해 이것밖에 준비못햇어
이자식이 내가분명이야기햇지 한달에 5만원이라고 근데 3만원뿐이못구해와?
엄마에게 참고서 산다고그것도 간신히 마련했어
종수야 이새키 웃긴녀석이네 좀맞고 시작해야겠다 화장실로 불러
그러게 이녀석 가만두면 안되겠네 애들이 이새키 화장실로 델구와
아니 제발 꼭 담달에는 5만원 가져올테니 제발 때리지마
이새키야 그러니까 꼬박꼬박 상납금을 바쳐야지 너가 이러면 다른애들이 우릴 우습게본다고
이녀석 1000원에 한대씩 총20대만 패자
20대면 충분하지 아마정신좀 번쩍들어서 담달에는 잘준비하겠지 애들아 준비해
미안해 진짜 담달에는 꼭 준비할께 한번만 봐줘"
1,"야 너 돈 많아보인다
저 없습니다.
없는애가 그렇게 명품을 두르고 다녀?
이거 다 선물받은 것입니다.
지금 돈없어?
예 없습니다.
그럼 그 시계 팔아서 좀 주라
안됩니다.
나 줘봐 내가 당근에 팔아줄게. 팔리면 너도 좀 줄게
아."
2,"김 차장 내 자리로 좀 와보게.
네 팀장님 부르셨습니까.
그래. 김 차장 쪽에서 지난번에 제출한 보고서 왜 이 모양이야?
아 그거 무슨 문제라도 있는지.
무슨 문제? 차장인 당신이 이러니까 아래 직원들이 뭘 보고 배우겠어? 수치부터 경쟁사 동향까지 제대로 검토된 게 하나도 없는데 내가 뭘 보고 결재하라는 말이야?
죄송합니다 말씀하신 부분 다시 정리하겠습니다.
네 연차에 내가 이런 것까지 하나하나 말해줘야 해?
정말 죄송합니다 제가 요새 개인적으로 바쁜 일이 많아서.
개인사는 개인적으로 해결하고 회사 일은 제대로 하란 말이야 좀.
알겠습니다 오늘 중에 다시 해서 올리겠습니다.
오전 중으로 끝내서 다시 가져와."
0,"너 당장 그만둬
뭘요?
김씨에게 험담한다는거 다 들었거든?
그런적 없어요
거짓말 하지마! 
아니라구요!
순순히 말해! 자꾸 아닌척 하지마 죽여버릴거니까
아니라니까 정말!
죽고싶냐 정말? 눈탱이 밤탱이 만들어줘야 말할래?
아니라니까요."
1,"와 이거 뭐야? 
엄마가 싸주셨어 소풍 간다고
대단하시네 나는 엄마가 바쁘다고 사먹으라고 돈줬는데
아그래?
너는 매일 이런거 먹니?
매일은 아니고 가끔
그래? 그럼 나랑 바꿔먹자
어???
왜 싫어????? 내가 안쓰럽지 않니? 같은반 친구로서?
아니 그건아닌데 그냥 나눠먹으면안될까?
아니 그거 다 먹고 싶어 나랑 바꿔먹자
하지만 이건 내건데
누가 안준다는 것도 아니고 내꺼랑 바꿔준다고 싫어?
.알겠어"
1,"너 오늘은 또 왜 늦었어?
 아 죄송합니다 차가 안와가지고 늦었어요
 니가 일찍 출근 준비했으면 지각 안하잖아 어쨌든 지각했으니까 지각비 만원 내놔
 . 지각하면 월급에서 차감된다면서 지각비를 왜 따로 걷어요?
 웃기는 애네 나 좋자고 걷냐? 지각비 걷어서 다 같이 간식 사먹으려고 하는거잖아 그러게 빨리 다니지 누가 늦으래? 내놔!
 싫습니다
 5분 더 지났으니까 두배로 내놔 안내면 너 짤라버릴거야"
4,"사장님 저 알바비 가불 가능할까요?
가불이요? 얼마나 필요하신데요?
2만 5천 원만 미리 받고 싶습니다
이번 주에 무슨 일이 있으신가요?
네 친구랑 약속이 있어서요
알겠습니다 잠시만 기다리세요"
1,"이게 전부야?
응.
더 없어? 이 돈으로 뭘 하라구.
미안해.
야 너 그거 시계 줘봐.
안돼 이건! 아버지 유품이란 말야.
유품? 비싼 건가 보네? 줘봐.
안돼 정말 안돼.
금방 돈은 불려서 준다니까?
저번에도 그렇게 말했잖아.
야! 오늘 꿈이 좋았다니까! 이번엔 진짜야! 이리 내!!"
4,"저는 오피스 드라마를 보면서 직장 생활의 애환을 공감하게 되더라고요.
저도 오피스 드라마 좋아해요! 현실적인 직장 생활 이야기에 웃기도 하고 울기도 하면서 보게 돼요.
'미생'은 사회 초년생의 고군분투기를 현실적으로 그려내서 많은 직장인들의 공감을 얻었던 것 같아요.
임시완 씨의 담백한 연기와 주변 인물들의 이야기가 잘 어우러진 드라마였어요."
3,"고객님 호텔 규정상 2시간이 늦게 나오셔서
아니 내가 늦게 나오고 싶어서 그런것도 아닌데 좀 봐줘요
아 정해진 체크아웃 시간을 어기시면 그다음 예약도 문제가 있어서.
아니 나도 아는데 하루에 50만원 짜리 방이 서비스가 왜그래?
호텔 규정상.
앵무새같이 규정규정그러지말고
죄송합니다
아진짜 말 못알아먹네 내가 누군지 알아?어?
.고객님 다른 분들도 있으니 목소리 낮춰주심.
야 진짜 너 오늘 잘걸렸다 내가 진정한 서비스가 먼지 교육 시켜줄게"
1,"야 꼬맹이 너 이리와바
네. 넵 
너 뭔데 우리 쳐다보냐
아. 죄송합니다 오토바이 소리가 나서 쳐다봤어요.
됐고 너 가지고 있는거 줘봐
네.
뭐야 만원 밖에 없네 더 없어? 
일주일치 저녁 먹을 돈인데 제발 봐주시면 안되나요.?
풉 너 거지냐? 니 엄마한테 만원 더 달라고 하는게 어려워? 푸하하하
제발 이러지 마세요 
됐고 만원 고맙다 잘 쓸게
야 이 나쁜 놈아!!"
4,"왜 자꾸 측면 크로스만 올리지? 너무 단조로운데.
중앙 수비가 너무 빽빽해서 그런 거 아닐까?
그래도 좀 창의적인 패스가 필요해. 답답하다.
선수 교체로 변화를 줘야 할 것 같은데.
미드필더 하나 더 넣어서 중원을 좀 장악해야지.
감독 생각이 있겠지 뭐. 지켜보자.
저러다 또 시간 다 가겠네."
1,"야 20년 후에 갚을 테니까 10만원만 빌려줘흐흐흐흐
아. 내가 10만원이나 되는 돈이 어딨어?
뭐? 내가 잘못들어서 그러는데 방금 죽고 싶다고 그런거지?
아. 아니야.지금은 없어. 내일 줄께. 내일 꼭 줄께.
헤헤 진작에 그랬어야지. 대신 기한 연장됬으니까 돈은 2배로. 알았어???
뭐??? 2배나???
뭐?? 죽고 싶다고?
아. 아니야. 미안해. 내일까지 꼭 줄께.
야 그리고 이 사실 다른 사람한테 말하면 너 죽을 줄 알아. 알았어?
그래. 알아. 알았어.
알았으면 가봐! 버러지 같은 게
 아 어떡하지."
1,"어이 학생 !
 네 ? 저요 ?
 그래 너 이리 와바
 네 ? 왜.그러시는데요.?
 돈 좀 있냐 ?
 아니요 없어요.
 주머니에 그건 뭐야 ?
 이거 돈 아니에요.
 꺼내봐 한번 나올때마다 한대씩이야.
 이거 진짜 아니에요.!"
4,"혹시 특별히 싫어하는 스포츠 경기 있으세요?
저는 야구 경기가 너무 길게 느껴져서 잘 안 보게 돼요
저도 야구는 룰도 복잡하고 경기 시간도 길어서 지루할 때가 많더라고요
저는 골프 경기가 너무 정적이라서 집중이 잘 안 돼요
맞아요! 선수들 움직임이 적어서 그런지 멍하게 보게 되는 것 같아요
저는 당구처럼 좁은 공간에서 하는 스포츠는 별로 흥미가 안 생기더라고요
저도 활동적인 스포츠가 더 재미있는 것 같아요
저는 체조 경기 볼 때 선수들 부상당할까 봐 조마조마해서 잘 못 보겠어요
정말 안타까운 순간들이 있죠 저도 마음 졸이면서 보게 돼요
저는 프로 레슬링처럼 짜고 하는 스포츠는 별로 안 좋아해요"
1,"야 어디가냐?
네?
이 누나들이 지금 담배가 땡겨서 말이야. 네 지갑 좀 줄래?
저 학원 가야해요.
아니 이 누나들이 지금 담배를 안피면 죽을거같아서 그래.
저 늦어서 빨리 가봐야 해요.
야 우리 지금 죽겠다고. 안 내놔?
저 좀 보내주세요.
아이씨 네 때문에 우리 담배 못피고 있다고. 가진거 다 내놔.
보내주세요 제발."
4,"저는 잠시 과거로 돌아가서 돌아가신 할머니를 다시 한번 뵙고 싶어요.
할머니께서는 어떤 분이셨나요?
정말 따뜻하고 인자하신 분이셨고 저를 많이 사랑해주셨어요.
할머니를 다시 만나면 어떤 말씀을 나누고 싶으세요?
그동안 감사했던 마음을 전하고 보고 싶었다고 말씀드리고 싶어요.
할머니와의 가장 소중한 추억은 무엇인가요?
어렸을 때 할머니 무릎에 앉아 옛날이야기를 듣던 기억이 가장 소중해요.
시간을 되돌릴 수 있다면 할머니께 해드리고 싶은 것이 있으신가요?
맛있는 음식을 많이 해드리고 더 많은 시간을 함께 보내고 싶어요.
과거로 돌아가서 할머니의 젊은 시절을 볼 수 있다면 어떨 것 같으세요?
왠지 모르게 낯설면서도 신기할 것 같아요.
만약 과거의 할머니께 현재의 당신에 대해 이야기해드릴 수 있다면 뭐라고 말씀하시겠어요?
할머니의 사랑 덕분에 이렇게 잘 자랐다고 자랑스럽게 말씀드리고 싶어요."
3,"야 넌 왜 맨날 그옷만 입냐? 빨고 입는거냐?
나 이옷 똑같은거 여러개 있는거야
구라까네 니 옷살 돈 없어서 이것만 입는거잖아
아니거든?
아니긴 그지새끼 옷 가방 신발 다 싸구려네
이거 편해서 입는거야
아니잖아 너 돈없는 그지라서 그런거잖아 창피하지도 않냐? 으 드러워
그만해라
뭘 그만해 진따 새끼가 말 걸지마 드러운거 옮겠다
야 나한테 왜그러냐? 나 좀 놔둬 제발"
0,"너희 아들 대학교 3학년 맞지?
그건 어떻게
전부인은 외국에 있던데
우리 가족은 내버려둬!
한번만 더 소리지르면 다시는 가족얼굴 못 볼줄 알아.
알았어 원하는게 뭐야
지금 너가 그런 말 할 상황이 아닐텐데? 죽고싶어?
.
건방지게 굴다간 전부인 앞에서 죽게될거야."
0,"저기요 저 치킨 배달 시켰는데 치킨 좀 받아와 주세요 보다시피 제가 발에 깁스를 하고 있어서.
저기요 환자분 여기는 환자분 병을 치료하는 병원이지 배달 온 거 세팅 해주는 호텔이 아니예요
아니 환자가 하라하면 해야지. 뭔 말이 그렇게 많아? 야 내가 지금까지 내는 병원비가 니 월급이야 몰라?
저기 환자분. 환자분이 내시는 병원비는 치료하시고 정당하게 내야 할 금액을 내는거지 제 월급으로 주시는 돈이 아니지 않습니까?
야 그게 그거지 병원에 환자가 없으면 니네들 월급 다 못 받아 몰라? 우리 같은 사람들 없으면 돈도 못 벌고 살 주제에
아. 이 진상손님 말하는 꼬라지가 아까부터 영 마음에 안 드네?
야 너!!!! 뭐라고 그랬어!! 말하는 꼬라지??? 말 다했냐? 하 진짜 말하는거 웃기네
그래 너 말하는 꼬라지 내가 틀린말 했냐? 먹고 싶으면 니가 가져다 먹어야지 뭘 시키고 그래. 애초에 시키지를 말던가.
참나 더러워서 너 내가 배달 기사님한테 부탁하고 만다. 이 일 그냥 안 넘어 갈거야. 다 소문낼거야. 병원에도 고발할거고
그렇게 해보던가 야 내가 지금 당장 여기 앞에 있는 손소독제 니 몸으로 들어가는 수액에 주입하면 너 바로 죽어 고발하고 소문내봐.내가 죽이는 게 더 빠를거야 기다려 곧 죽여줄게. 뭐 지금 오는 치킨 내가 맛있게 먹을게. 고마워 그럼 잘 죽어!
야야 뭐하는 짓이야! 야!!!!!!!"
4,"저기요 어제 접촉사고 났었는데 보험처리 때문에 사고 사실 확인서가 필요해서요.
네 어제 어디서 사고 나셨었죠? 차량 번호나 신고 시간 기억나시나요?
네 오후 3시쯤 중앙로 사거리였고 제 차 번호는 12가 3456입니다.
잠시만요 확인해보겠습니다. 네 김철수 씨 맞으시죠? 사고 접수된 내역 있네요.
네 맞아요. 서류 발급 바로 가능한가요?
네 신분증 주시면 바로 처리해드리겠습니다. 수수료는 1000원입니다.
네 여기 신분증이요."
1,"야 민수야.
 어 어어.
 5만원 있지? 좀 빌리자.
 뭐.? 갑자기 5만원이나.?
 싫어?
 아 아니.
 야 싫어? 싫냐고. 싫으면 똑바로 쳐 말해.
 . 아 아니. 형민아. 그게 아니라.
 봐줬더니 기어오른다? 저번처럼 다구리 당하고 싶냐? 좋은 말로 할 때 내놔라.
 으 응. 으응. 여기. 미안해."
1,"거기 잠깐 와봐.
네? 누구세요.?
어어 뭐 별 건 아니고 비싼 휴대폰 들고다니네
왜 이러세요.
줘봐그거 주면 곱게 보내줄게.
저 가진 거 없어요. 정말이에요.
그건 우리가 볼 테니까 내놔.
안돼요. 돌려주세요.
가만히 있어야 몸이라도 멀쩡히 돌아가지.
신고할 거에요. 이러지 마세요."
