idx,class,conversation
4712,일반대화,"언니. 나 오늘 화장을 하고 나오지 않아서 하루 종일 고개를 숙이고 다녔어.
항상 당당하던 너였잖아. 왜 그래? 무슨 일 있었어?
이제 좀 괜찮아졌다고 생각했는데 아직 많이 힘든가 봐. 학창 시절에 외모로 놀림 받았던 거 생각이 나서 고개를 들 수가 없더라. 시간이 많이 지났는데도 아직도 상처로 남은 것 같아.
나는 네가 항상 밝게 웃어서 아파하는지 몰랐어. 학창 시절 때 기억이 오래가잖아. 상처받은 네 마음 이해된다.
다 잊었다고 생각했는데 화장 안 한 얼굴로 출근하려고 하니까 얼굴이 빨개지더라. 사람들이 다 날 쳐다보는 것 같더라고. 괜히 위축되고 불안해서 고개를 들 수가 없었어.
그런 생각이 들었구나. 원래 한번 부정적인 생각이 들면 꼬리에 꼬리를 물잖아. 오늘 하루 종일 많이 힘들었겠다.
사람들이 날 쳐다보지 않는다고 생각하면서도 자꾸만 눈치를 보게 돼. 주변 눈치를 보는 나를 보면 너무 한심하고 불쌍해. 이럴 때마다 내 마음의 상처가 계속 커지는 것 같아서 너무 힘들어.
왜 안 그러겠어. 언니가 너였어도 사람들의 시선을 견디는 일은 많이 힘들었을 거야. 그래도 그 자리에서 도망치지 않고 잘 버텨냈네. 잘했어.
버텨냈다고 할 수 있을까? 나는 고개를 숙이고 걸었잖아.
그것도 이겨내는 과정 중 하나라고 생각해. 다음번에는 당당하게 어깨 피고 얼굴 들고 걸으면 되지. 잘하고 있어. 내 동생.
나는 내가 너무 한심하게 느껴졌거든. 근데 언니가 그렇게 말해주니까. 내가 오늘 한 일이 잘한 일처럼 느껴지네.
상처를 용기 있게 말 할 수 있는 것부터 이미 상처를 극복하고 있다는 뜻이야. 지금 잘하고 있으니까 너무 걱정하지 마. 다 잘 될 거야.
맞아. 예전 같았으면 아무 말도 못 하고 끙끙 앓았을 거야. 언니한테 내 상처를 인정하고 솔직하게 털어놓으니까 속 시원하네. 응원해줘서 고마워.
네가 속이 다 시원하다고 하니까 내 마음이 다 좋아진다. 언니는 항상 네 편이야. 그러니까 힘들 때 언제든지 연락해.
고마워. 언니 덕분에 우울했던 마음이 다 날아갔어."
4713,일반대화,"형. 나 오늘 오랜만에 동창회에 다녀왔어.
그랬구나. 친구들 오랜만에 만나서 좋았겠다. 재밌게 잘 갔다 왔어?
응. 근데 동창회에 나온 친구의 차가 스포츠카더라고. 다른 친구가 내가 타고 갔던 차는 저렴한 차라면서 비교하면서 나를 웃음거리로 만들었어. 그래서 지금 너무 마음에 상처를 입은 것 같아.
뭐라고? 듣는 나도 이렇게 속상한데 네가 얼마나 속상했을지 생각하니까 형 마음이 다 아픈 것 같아. 당연히 사람을 앞에 두고 그렇게 비교하면 상처받지. 네 마음 충분히 이해해.
응. 예전에 학교 다닐 때도 그 친구가 내가 가지고 다니는 물건을 다른 애들이랑 비교했었거든. 그렇게 놀리는 게 나한테 상처로 남았었는데 다시 이러니까 옛날이 생각나서 너무 괴로워. 그 상처가 전혀 아물지 않고 나 자신을 더 작아지게 만드는 것 같아.
예전에도 그런 적이 있었으면 더 상처가 되고 힘들었겠다. 하지만 그런 말로 너 자신을 깎아내리고 더 작게 만들 필요는 없어. 사람의 가치를 결정하는 건 타고 다니는 차가 아니라 그 사람 자체를 이루는 것이라고 생각해.
하지만 친구들이 그런 말을 할 때마다 작아지는 건 어쩔 수 없는 것 같아. 이런 거에 상처받는 내가 싫은데 그 친구들이 사실이 아닌 일을 가지고 그러지는 않으니까.
너는 예전부터 성실하고 하고자 하는 바를 모두 다 이룰 수 있는 그런 사람이었잖아. 자존감이 낮은 친구들이 너를 깎아내리기 위해서 그렇게 행동을 한다고 생각하는 거 어때? 그러면 네 자신을 미워하지 않아도 되고 기분도 더 괜찮아지지 않을까?
그렇긴 하지만 정말 내가 그렇게 가치가 있는 사람일까? 나의 상처를 없애주기 위해 일부러 좋은 말을 해주는 게 아니고?
응. 너는 다른 사람을 헤아리고 받은 사랑을 나눠줄 수 있는 따뜻한 사람이잖아. 그리고 일을 처리하는 능력도 뛰어나서 뭐든지 잘 해내곤 하잖아. 너는 충분히 가치 있고 사랑받아 마땅한 사람이니까 자신감을 가져.
그렇게 말해줘서 고마워, 형. 나도 모르게 그 상처 때문에 내 자신을 너무 깎아내리고 있었던 것 같아. 형 덕분에 자신감이 조금 생길 것 같아.
그래. 혼자 끙끙 앓는 것에서 벗어나서 형한테 이렇게 얘기하는 것도 그 상처에서 벗어나는 과정이라고 생각해. 너는 너 스스로 그 상처를 극복해나갈 수 있는 멋진 사람이야. 힘내, 내 동생.
정말 고마워, 형. 혼자 끌어안고 있을 때는 너무 힘들었는데 형 덕분에 기분이 많이 나아진 것 같아.
그렇다니 다행이야. 항상 형은 우리 동생 편이니까 혼자라고 생각하지 말고. 또 고민 있으면 언제든지 얘기해.
응, 정말 고마워."
4714,일반대화,"형. 나 요즘 걱정이 있는데 어디다 말도 못 하고 혼자 마음만 아파.
편하게 말해봐. 형이랑 동생인데 창피한 마음이 뭐가 있니.
형이 들으면 형도 속상할 거야. 사실 부모님이 보내주신 반찬을 아내가 안 먹어서 많이 속이 상해. 엄마를 싫어해서 안 먹는 건가 하는 생각까지 들어.
시댁에서 보낸 음식이라고 안 먹나 하는 걱정에 혼자 이런저런 생각이 많았겠구나.
왜 안 먹는지 물어보기도 그렇고 해서 나 혼자 끙끙 앓고 상처도 받고 그러고 있어. 별거 아니라고 생각했다가 부모님을 무시하는 건가 하는 안 좋은 생각까지 들더라.
결혼은 현실이라고 하잖아. 네 아내는 너와 다른 가정에서 오래 생활한 사람이니까, 아내를 이해하려는 마음을 가져봐.
내 마음이 너무 조급한 걸까? 난 부모님이 혹시라도 이 사실을 아시면 얼마나 마음 아플까 하는 생각에 혼자 고민이 많았어.
나도 결혼했을 때 이런저런 사소한 걸로 조급하게 행동했어. 하지만 시간이 지나면 해결되는 게 대부분이더라. 입맛에는 맞는지 아내가 좋아하는 음식인지도 생각해 보면 어때?
응. 입이 많이 짧지. 원래 먹던 것만 먹어.
마음이 급해서 그랬겠지. 함께 맞춰가면서 살아야겠지만 서로 다른 부분도 인정하려 마음을 넓게 가져봐.
그래 내가 성급하게 나 혼자 나쁜 쪽으로 생각했어. 그런 사람이 아닌데 말이야. 앞으로 천천히 서로의 생활에 익숙해지게 노력하고 취향도 존중해야지.
잘 생각했네. 급한 것만큼 안 좋은 건 없는 것 같아. 네가 신경 쓰면서 잘하는 게 제일 중요하잖아. 아내가 뭘 좋아하는지 잘 기억해서 부모님한테 이야기해 줘도 좋을 거 같아.
그거 좋은 생각이다. 아내가 뭘 좋아하는지 잘 지켜보고 부모님한테 말씀드려야겠어. 우리 엄마 음식이 생소할 수도 있겠네.
그래. 네가 가운데서 잘할 거라 형은 믿는다. 오해로 인한 상처를 받는 것보다는 이해하려는 마음을 가지면 해결되는 것도 많아.
고마워 형. 정말 많은 도움이 됐어. 형한테 물어보길 잘했네."
4715,일반대화,"언니, 내가 중학교 때부터 좋아했다는 친구 있잖아. 그 애, 몇 달 뒤에 결혼한대. 나 상처받았어.
상처받을 만하지. 그 애, 너 서른 살까지 결혼 못하면 같이 결혼하자고 입버릇처럼 말해 왔잖아.
그래. 나는 그 말에 설레었는데, 그 애에게는 그냥 농담이었다고 생각하니 가슴이 쓰려.
나도 비슷한 경험이 있어서 네 마음이 어떨지 알아. 그 애는 장난으로 하는 말이었겠지만 너는 그 말에 희망을 걸고 있었으니, 얼마나 속상하겠어.
나는 그 애가 정말 나한테 마음이 있는 줄 알았어. 그런데 이렇게 갑작스러운 결혼 소식이라니, 마음을 얻어맞은 듯이 가슴이 얼얼해.
나도 그랬어. 나한테 매일 사귀자 하던 남자가, 다른 여자 손 잡고 나타났을 때. 가슴이 뻥 뚫리는 듯이 아팠지.
언니도 그랬구나. 나는 그 애의 결혼 소식 때문에도 그렇지만, 혼자 착각한 나 자신이 한심스러워서 더 힘들어.
그래, 그런 마음도 들 수 있지. 하지만 너무 자책하지는 마. 한 사람을 사랑한 것뿐, 네 잘못은 하나도 없어.
응, 하지만 자꾸 안 좋은 생각이 드네. 결혼하자는 말에 내가 혼자 설레어 할 때마다, 그 애가 나를 속으로 비웃었을 것 같아서. 마음의 상처가 깊어져.
네가 정말 힘들겠다. 하지만 그런 부정적인 생각에 빠지다 보면 더욱 힘들더라고. 그 애가 그렇게까지 나쁜 사람은 아닐 거라고 믿는 것이, 네 마음에 더 좋을 거야.
그래, 그렇게 생각해 볼게. 나한테 상처를 주었지만 나도 그 애를 미워하고 싶지는 않아. 그래도 친구고, 좋은 기억도 많았으니.
맞아, 이성으로서는 씻을 수 없는 상처를 주었지만, 친구로서는 추억도 준 사람이지. 그렇게 긍정적으로 생각하다 보면, 네 마음도 점점 괜찮아질 거야.
그래, 언니. 부정적인 생각을 계속해 봤자 마음의 상처만 더욱 깊어지는 것 같으니까. 이제 그 생각을 잠시 멈추고, 다른 일을 좀 해 봐야겠어.
응, 잘 생각했어. 한동안 아프겠지만, 너는 잘 극복해 나갈 거야.
고마워, 언니. 언니의 따뜻한 마음이 내 아픔을 어루만져 준 것 같아. 덕분에 마음이 많이 나아졌어."
4716,일반대화,"동생아. 방금 남자 친구 갔는데, 엄마가 결국에는 결혼 반대하셨어.
나 아직 퇴근 못했는데 벌써 가셨다고? 아니, 그보다도 언니는 괜찮아? 이유가 뭔데?
괜찮을 게 뭐가 있어. 남자 친구가 고졸이라서 사위로 받아들일 수가 없대. 나는 엄마가 이런 이유로 결혼을 반대할 거라고는 상상도 못 했어.
언니도 너무 놀랐겠다. 한 번도 엄마가 우리 하는 일에 반대했던 적이 없었잖아. 언니도 엄마의 그런 모습이 너무 당황스러웠겠다.
잘 이해가 가지 않았어. 갑작스럽기도 했고 충격적이었어. 다른 이유도 아닌 고작 그 사람의 학력 때문인 거잖아.
그러니까. 그전에는 형부더러 사람도 괜찮아 보이고 싹싹해 보인다고 했잖아. 다른 사람도 아니고 엄마가 학력으로 사람을 차별할 거라고는 생각도 못 했어. 언니도 그런 상황은 준비되지 않았을 거 아니야.
맞아. 그런 상황은 생각도 안 했거든. 고졸이라는 말 듣고 엄마가 남자 친구 이야기는 들으려고도 하지 않는 거야.
엄마가 너무 철벽처럼 나서서 언니도 형부도 마음이 안 좋았을 것 같아. 누가 잘못한 상황도 아닌데 괜히 두 사람 다 죄인이 된 것 같잖아. 언니도 엄마를 설득하고 싶었을 텐데, 완강한 엄마를 설득하는 게 쉽지도 않았겠다.
내가 남자 친구 관련해서 두둔하려고 해도 됐다고만 하더라. 그런 엄마 모습이 나한테도, 그 사람에게도 상처가 되었어. 거기서 엄마를 말리지 못하는 나도 너무 싫어서 남자 친구 얼굴을 제대로 보지도 못했어.
형부도 형부지만 믿었던 엄마의 그런 모습에 너도 상처를 많이 받았을 것 같아. 상황이 해결되지 않는 한 네 마음이 풀리기도 많이 어려울 것 같네. 우선은 당장 엄마랑 이야기를 하기보다 네 마음을 잘 추슬렀으면 좋겠다.
마음을 정리하는 일이 쉽지 않아. 나는 남자 친구와의 관계를 정리하지 않을 테니 엄마와 대화를 꼭 해야 하잖아. 그런데 오늘 받은 상처가 쉽게 사라질 것 같지는 않아.
우리 생각보다 엄마가 많이 보수적인 사람이었나 봐. 상처가 쉽게 아물지는 않겠지만 엄마 입장에서는 많이 당황해서 그랬던 거로 생각해 보면 어때? 엄마가 나쁜 사람은 아니니, 시간이 지나면 오늘 행동이 과했다고 생각하실 거야.
맞아. 엄마 입장에서는 내가 조금 더 번듯한 직장을 가진 사람과 결혼하길 바랐을지도 몰라. 네가 이야기해주니 마음이 조금 가라앉았어. 엄마랑 잘 얘기해볼게.
잘 생각했어. 대화가 좋은 해결책이 될 거라 생각해.
나도 그랬으면 좋겠다. 긍정적으로 생각해볼게. 대화로 잘 풀릴 수도 있으니까!
언니 늘 응원하고 있어! 혹시 무슨 일 생기면 알려줘. 내가 도울 수 있는 건 최대한 도울게.
역시 내 동생밖에 없다. 고마워."
4717,일반대화,"형, 나 어릴 때부터 매운 걸 전혀 못 먹었잖아. 그것 때문에 사람들과 어울리지 못하는 경우가 생기니 은근히 상처받아.
왜, 친구들이 너를 빼고 매운 음식이라도 먹으러 간 거니?
그래, 친구들도 나를 빼고 그런 적 있어서 내가 상처받았잖아. 그런데 이번에는 직장 동료들이 나를 빼고 매운 걸 먹으러 갔다는 거야. 뒤늦게 그걸 알고 나니 나만 고립된 것 같아 소외감이 느껴져.
너에겐 매운 걸 못 먹는다는 게 콤플렉스이자 상처인데, 그 상처가 또 건드려졌으니 너무 속상하겠다. 그래도 그들이 너를 싫어하는 게 아니라, 매운 음식을 너무 좋아해서 그런 거니까. 기분 풀었으면 좋겠어.
하지만 자꾸 소외되는 경험을 하게 되니, 마음이 쉽게 풀리지 않아. 매운 음식을 먹지 못하는 내가 싫어질 정도야. 그래서 조금씩 매운 걸 먹는 연습을 해 볼까 하는 생각도 들어.
그런 생각이 들 만도 해. 하지만 너 매운 게 혀에 닿기만 해도 괴롭다며. 소외되기 싫은 건 알겠지만, 네가 고통까지 참아가며 음식을 먹는 건 보는 사람들도 괴로울 거야.
아, 그렇겠다. 다들 매운 게 좋아서 맛있게 먹는 자리인데, 내가 입맛을 뚝 떨어뜨리겠네. 휴, 결국 내가 의지를 갖더라도 그런 자리에 낄 수 없겠구나. 속상해.
그래, 요즘 사람들이 매운 걸 워낙 좋아하는데, 그때마다 빠져야 하니 네 마음이 쓸쓸할 거야. 그럴 때 넌 매운 음식으로 인해 건강 상할 일은 없다는 걸 위안 삼았으면 좋겠어. 매운 음식 때문에 위염으로 고생하는 사람도 많으니.
그건 그렇네. 이런 말 하긴 미안하지만, 형도 매운 걸 못 참아서 위가 아파 고생하는 걸 봤거든. 그래도 매운맛이 너무 좋아서 못 참는 거지?
맞아, 매운맛은 확실히 중독성이 강해. 그런데 그 중독성 때문에 끊기 힘들어 괴롭기도 하지. 난 사실 위염으로 고생할 때, 매운 음식을 원하지 않는 네가 부럽기도 했어.
형이 그런 생각을 했을 줄은 몰랐네. 나는 매운 걸 못 먹는 게 안타깝기만 했는데, 나를 부러워하는 사람도 있다는 게 신기해. 나에게 매운맛이 얼마나 짜릿한데 그걸 모르냐며, 불쌍하다고 한 사람도 있거든.
그런 말들이 다 너에게 상처를 남겼겠다. 하지만 그 사람도 매운 음식 때문에 아파지면, 너를 생각하며 부럽다고 할지 몰라. 건강검진 때 위가 깨끗하다는 네가, 위염 앓는 나로서는 부럽기만 하더라고.
그런 생각을 하니까, 매운 걸 못 먹는 게 차라리 다행이라는 생각도 든다. 그래, 사람들이 내가 싫어서 나를 모임에 뺀 게 아니니까, 너무 상처받지는 말아야겠어.
맞아. 고작 매운 걸 못 먹는다고 위축될 필요는 없어. 일찍부터 건강 관리 착실히 한다 생각해. 위가 안 좋으면 나중에 고생하니까.
그래, 형. 형 덕에 기분이 많이 좋아졌어. 나중에 같이 맵지는 않지만 맛있는 음식 먹으러 가자. 내가 살게."
4718,일반대화,"언니, 나는 두 번 다시 아기 낳는 일은 없을 것 같아. 이번에 아기 낳으면서 무통 주사도 없이 12시간 진통하는데 죽다 살아났거든. 너무 아파서 힘들었지만, 끝까지 참고 낳느라 크나큰 상처를 받았어.
동생아, 요즘에 무통 주사 다들 맞던데 그렇게 진통이 심한데도 맞지 않은 이유라도 있는 거야? 세상에 얼마나 힘들었을까 눈물이 다 나려고 하네.
뉴스에서 봤는데 무통 주사 맞으면 아이 지능에 영향이 있다고 하더라고. 나만 참으면 아이에게 안 좋은 영향이 미치지 않는다고 생각하니 그게 좋을 것 같았지. 그런데 막상 진통이 오니 내가 상상한 고통 그 이상이었어.
엄청난 고통이지 나도 아기 낳을 때 세 번 별 보고 네 조카를 만났어. 팔에 어찌나 힘을 주었는지 실핏줄이 다 터지고 얼만 고생했는데. 아기를 생각하는 마음은 고귀하지만, 너무 아프면 그냥 주사를 맞지.
나도 이렇게 큰 통증인 줄 알았다면 다시 생각했을 거야. 말이 12시간이지 아픈 와중에 배도 고프고 잠도 쏟아지고 짐볼 마사지하면서 번복할까 고만했지. 그런데 자궁문이 꽤 열려서 금방 나올 줄 알아서 참게 된 거지.
맞아 아기를 위해서 무엇이든 희생하는 진짜 어머니로 성장한 거구나. 그 힘든 과정을 극복하고 출산한 너의 고통을 떠올리니 진짜 대단하고 멋지다는 생각이 든다.
아기가 옆에 있지만 현실이 아닌 것처럼 느껴지거든. 여전히 고통이 생생하게 기억이 나서인지 어떻게 해야 할지 모르겠어.
태어나 겪어보는 가장 큰 고통이라고 해도 무리가 없으니 마음이 편하지 않은 건 당연해. 앞으로 더한 희생도 감수할 수 있을 만큼 사랑하는 마음도 커질 거고.
엄마는 이 모든 고통을 잊을 만큼 사랑스러운 너의 보물이 될 거라고 하시더라. 하지만 다시는 아이를 낳을 엄두도 갖지 못할 만큼의 크나큰 아픔이라는 건 변하지 않아. 영원히 잊지 못할 것 같아.
지금이라도 달려가서 낳느라 고생 많았다고 토닥여주고 오래도록 포근히 안아주고 싶다. 우리 동생 진짜 수고했어.
한결같은 따스함으로 나를 위로해 주는 언니가 있는 나는 행복한 사람이네. 솔직히 우리 조카 생겼을 때 나도 참 날아갈 듯 기뻤었거든.
이제는 우리 둘 다 엄마라는 복된 이름을 가지게 되었네.
나의 마음을 알아주는 언니가 있어서 얼마나 든든한지 모르겠어. 아직 초보 엄마니까 앞으로 언니가 많이 도와주고 가르쳐 줘야 해 알겠지?
세상 하나뿐인 동생이 드디어 아기 엄마 대열에 동참했는데 도울 수 있는 모든 걸 도와줄게. 힘든 일 있으면 언제든지 연락하고 다시 한번 건강하게 무사히 아기 낳은 것 축하해.
고마워 언니. 앞으로 엄마로서 성장하는 모습 지켜봐 줘."
4719,일반대화,"언니, 나 시어머니와 사이가 좋지 않아서 추석에 시댁에 가기 싫은데 어떻게 하지? 갈 때마다 상처가 너무 커.
어머, 언니가 조금은 알고 있었는데 시댁에 가기 싫은 정도인 줄은 몰랐다. 지난번에 만났을 때도 아무 이야기 없더니 그사이에 어떤 일이라도 있었니?
그런 건 아니고 시댁에 가면 어머니가 남편과 나에게 얼마나 다르게 대할지 아니까 벌써 괴로워. 이런 마음으로 어머니하고 며칠 함께 지내는 게 항상 불편했어. 내 마음 다쳐가면서까지 명절 챙기고 싶지 않아.
그동안 네가 많이 힘들었나 보네. 그래도 추석인데 안 갈 수 없잖니? 시어머니가 너를 많이 힘들게 하시니?
응. 시어머니는 너무 티 나게 아들을 위하셔. 며느리는 시댁과 아들을 위해서 있는 사람이라고 생각하시는지 명절에 남편을 아무 일도 거들지 못하게 해. 나는 계속 일해도 쉬라는 말씀 한번 없으시고.
그러시구나. 네가 그럴 때마다 마음이 많이 상했겠다. 남편도 너에게 미안한 마음일 테고. 명절에 남자들이 도울 일도 많았을 텐데 네가 너무 부담감에 힘들었을 것 같아.
결혼 초기에는 아들에 대한 사랑이 많아서 그러시는구나, 하고 이해하려고 했는데. 어느 날 너무 노골적이셔서 어머니께 그렇게 하시면 섭섭하다고 말씀드렸어.
네가 얼마나 참다가 용기 내서 이야기했겠니? 그런데 대화가 잘 이루어지지 않았나 보다?
응, 자신이 뭘 섭섭하게 했느냐고 하시면서 화를 내셨어. 그 이후로는 더 사이가 멀어졌고. 나는 아직도 그 일이 상처로 남아 있어.
네가 몹시 절망했겠다. 며느리도 자녀인데 어른께 보살핌도 받고 격려도 받고 해야 하는데 네가 그때 얼마나 속상했을까? 언니 마음이 아프다.
언니, 그 이후로 시어머니하고 다시 가까워지기 힘들 것 같다는 생각이 들어. 이 기분으로 이틀이나 사흘 정도 시댁에 있으면 너무 머리 아플 것 같아.
그렇게 냉랭하면 힘들고 머리 아프지. 날 존중해주지 않는 곳에서 아무렇지 않은 척하는 게 어디 쉽겠어? 하지만 이건 네가 잘못한 일이 아니니 상처에만 빠져있진 않았으면 해.
언니, 나도 시댁 가서 재미있게 지내다가 오고 싶어. 무엇보다 시댁에 가야 할 때가 되면 긴장 때문인지 두통도 생기고 배탈도 나고 그래. 시어머니와 화목하게 지내는 친구들 보면 부럽기도 하고.
그렇겠다. 네가 스트레스가 더 심해질까 봐 염려된다. 그래서 지난번 시어머니께 섭섭하다고 말씀드렸을 때 말이야. 어떤 상황에서 어떻게 말씀드렸는지 잘 생각해보렴.
그냥 어머니와 일하는 중에 남편을 불러서 같이 일 도우라고 하니까 네가 하라고, 그러시는 거야. 그래서 불쑥 어머니 저만 일하느냐고 섭섭하다고 했지.
네가 마음이 너무 힘이 드니까 바로 말씀드렸구나. 이번에 시댁에 가면 좋은 찻집에 어머니 모시고 가서 대화해보렴. 어머니의 좋은 점부터 섭섭한 것까지 말씀드려 봐, 어머니 사랑받는 게 가장 큰 바람이라고 하면서.
사실 오손도손 사랑받으면서 지내고 싶은 게 내 속마음인데 그동안 어렵게 되었던 것 같아. 그래도 언니 이야기 들으니 마음이 좀 편해. 잘 말씀드리면 어머니가 내 마음 알아주시겠지?
그럼. 언니는 잘될 거라 생각해. 좀더 긍정적으로 생각해보자.
응, 그럴게. 오늘 많은 조언과 위로 고마워."
4720,일반대화,"형, 어제 친구랑 게임비 내기를 했는데 친구한테 너무 상처받았어. 앞으로 그 친구랑 내기 안 할 거야.
왜 그래? 무슨 일 있었던 거야?
어제 오랜만에 친구랑 피시방을 가게 되어서 게임에 진 사람이 게임비 내기로 했거든. 결국 내가 이겼는데 그 친구가 화를 내면서 내가 반칙을 했다는 거야.
즐거워지려고 하는 게임이고, 재미로 하는 내기인데 네가 많이 상처받았겠다.
맞아. 평소에는 그런 애가 아닌데 게임비 내기만 있으면 너무 몰입해서 성격이 난폭해져. 나도 내기를 좋아하고 누구보다 열정적으로 하지만 이럴 때마다 실망스러워.
당연히 그럴 수밖에 없지. 웃자고 한 내기인데 너무 몰입하다 보면 서로 감정을 상하기도 하지.
그러니까 말이야. 한두 번도 아니고 더는 못 참겠더라. 그래서 나도 같이 화를 냈어.
친구가 너무 감정적으로 네게 몰아붙이듯 화를 내어서 억울하고 속상한 감정이 들었겠구나.
응. 나 또한 정정당당하게 내기에 임했는데 나보고 반칙했다면서 화를 내니까 상처가 되더라고.
하지만 그 친구도 일부러 네게 그러려고 했던 건 아닐 거야. 자신도 모르게 승부욕이 앞서서 그랬던 거 아닐까?
나도 가끔 승부에 눈이 멀어서 감정적으로 대할 때가 있긴 해. 그래도 싸움까진 안 하는데, 그 친구에게 크게 실망했어.
분명 그 친구도 지금쯤이면 네게 많이 미안해하고 있을 거야. 그러니까 너무 마음에 두지 말았으면 좋겠어.
하긴, 재미로 한 내기인데 그거로 친구랑 싸우고 우정에 금이 가면 나만 더 속상하지. 이따가 친구랑 한번 잘 얘기해봐야겠어.
역시 내 친구답다. 분명 친구랑 얘기하다 보면 서로 오해도 풀리면서 관계가 더욱 돈독해질 거야!
네가 그렇게 말해주니까 마음이 한결 나아졌어. 정말 고마워, 일단 친구랑 잘 얘기해볼게!"
4721,일반대화,"딸아이가 생리를 시작해서 어제 축하 파티를 해줬어.
어머 우리 조카가 벌써 생리할 나이가 됐구나. 축하 파티까지 열어줬다니 센스 있는 부모인데? 그런데 어쩐지 네 얼굴이 근심이 가득해 보여.
사실은 파티한 것까지는 분위기가 좋았거든. 그 뒤에 내가 생리대를 가지고 와서 속옷에 부착하는 것과 처리 방법까지 상세하게 알려줬어. 그 뒤로 딸아이 표정이 굳어 있더라고.
열심히 알려줬는데 표정이 좋지 않았다니 무척 당황스러웠겠다. 방법 알려준 게 조금 민망했던 걸까?
그런 것 같아. 다 아는 내용이니 그만 좀 하라고 화를 내면서 자기 방문을 쾅 닫고 들어가 버렸어.
저런. 너는 엄마이자 같은 여자로서 열심히 알려주려고 한 거였을 건데 그런 반응이면 상처받았겠는데?
맞아. 언니도 무척 소심한 내 성격 잘 알잖아. 그게 그렇게 화를 낼 일인지 방문까지 세게 닫고 들어가는 걸 보고는 충격받았어.
예상치 못한 반응에 네가 많이 민망하고 당황스러웠을 것 같아. 들떠서 축하 파티를 준비하는 네 모습이 눈에 그려져서 내가 다 마음이 좋지 않네.
내 눈에는 아직도 어린아이인데 자기가 아직도 애 취급을 받는다고 생각한 것 같아. 그래도 그렇게까지 화를 낼 일이었는지 의문이야.
자식이 아무리 나이가 들어도 부모에게는 언제나 아기라고 하잖아. 너라고 왜 안 그렇겠어. 축하하는 마음과 동시에 걱정도 많이 되니까 더 자세히 알려주고 싶었던 거잖아.
응. 나도 생리를 시작하면서 어릴 때 실수 했던 기억이 있어서 그걸 알려주고 싶었어. 내가 너무 오지랖을 떨었던 걸까?
성인인 우리도 가끔 실수하는데 그런 부분은 알려주는 게 맞는 것 같아. 다만 생리도 처음인데 아빠도 같이 있으니 민망해서 더 그랬던 게 아닐까 하는 생각도 들어. 이제 막 사춘기가 시작되는 예민한 시기잖아.
아 맞아. 우리가 생리 시작을 축하할 일이라고 생각해서 그런 예민할 수 있는 부분을 간과한 것 같아. 그런 방법은 나중에 딸아이랑 단둘이 있을 때 충분히 알려줘도 되는데 말이야. 내가 너무 세심하지 못했어.
생리를 한다는 건 정말 여자가 됐다는 얘기인데 같은 여자로서 네가 얼마나 축하해주고 싶었겠어. 또 한편으로는 걱정도 됐겠지. 저녁 먹으면서 얘기 잘 나눠보면 네 마음 충분히 알아줄 거야.
응. 언니한테 얘기하길 잘한 것 같아. 저녁 맛있는 거 차려줘야겠어. 다시 연락할게."
