class,conversation
2,어이 김대리 임 네 자녀 부장님! 무슨 일이세 초하루 요? 속 아니 무슨 부회장 일은 아니고 수증기 미소 김대리 대 요즘 삶이 행복한가봐? 네?. 왜 성품 요? 살이 아주 많이 쪘네 살 어휴 극한 다리좀 봐. 코끼리다리 백금 계심 인줄 알겠어. 코끼리도 그정도는 감독 전폭 등급 아니다! 네?. 코끼리 다리 대역 수증기 업 라구요? 요즘엔 자기 감각 관리 리더 열심히 해야하는 시댄데 김대리도 살좀 빼야지! 안그래? 대사 부장 스팀 님. 그래도 푼수 할 말씀이 너무 심하세요 뭐가 두목 심해. 다 김대리 생각 가축 해서 한 말이니까 자녀 기분나빠 하지말고 외모발언 자제 자녀 해주세요. 정동 김대리 수장 그렇게 안 소유물 봤는데 사람이 아주 예민하네! 안쪽 수증기 부장 구설 님. 죄송한데요 코끼리 다리는 조금 아닌 것 같아요 새끼 다음부턴 조심해주세요
3,우리 채영이가 발표해볼까? .네. 저의 꿈은 의사입니다. 선생님 안들려요. 채영아 우리 큰 소리로 다시 말해볼까? 저의. 꿈은. 의사입니다. 얼굴기울기 빨개지고 목소리기울기 안들리고 재 이상해요. 문제 있는 거 같아요. 우리 친구 놀리지 말자 나. 아니야. 채영이기울기 아니래잖니 친구 놀리면 안돼요. 싫어요. 채영이는 발표하나 못한대요.
0,자 여기 총알이 하나 있어. 이 이러십니까.대로이걸 왜 총에.넣을 거야. 살려 판십시오. 이 총에 그발내일 들어가니까 다 이!8분의 1이겠지 살려주십시오. 탕 이번일주에는 해. 이제 7분의 1하겠습니다! 이야 하겠습니다?처음 .제발그럼 8 에는 까지 해결해 놓도록확률살았네!이네 그렇게 시키는
4,어제 OOO 무대 안?하는고음 부분부분음정 살짝 나갔던데. 라이브로 그은정도 퍼포먼스 하면서 그럴있고 있지한 컨디션봤어 다른 자 . 그래도 프로인데 아쉽긴 . 아쉬운 건수도맞는데 그거 전체 무대하나로좀평가절하하는 건 좋았을 그렇지 않아 에서 인데완벽했잖아. 하긴 칼.애 진짜 멋있었어.?맞아. 실수군무를너무 본인이 제일 속상할 거야.수도건 뭐라고하잖아하지 말 . 항상 열심히 는 .
0,너하면또 내 무시하냐?새끼이 널 으로 보나본데? 미안해 시간이 없었어 미안해 너 이 죽자 살살해해올께진짜 오늘은새꼭 칼 는기회 끝났어 이러지마오늘진짜아냐미안해?!야 됐어은 어디서났어 낀말말로좆 들을생각을 안하지?
3,사퇴하시죠. 무슨 소립니까? 집단 의원님 우려 이 뇌물을 받으신 거 다 언사 알고 있습니다. 나 사양 괴로움 윤석룔 연대 정치 구설 인생 시대 30년 세상 양심에 득 걸릴 게 수명 없는 증명 사람이오! 입에 침이나 바르시고 말씀하시지요. 어디 감히.!! 거절 증거 말 가 있습니다 후일 . 장기 배려해 드릴 때 스스로 후일 물러나십시오. 증거가 있다니! 허벅지 어디서 생 사람 잡는 소리를 합니까! 조짐 저는 분명히 기회를 드렸습니다. 내일 피리 아침까지 발표를 혈족 가족 하지 마음 않으신다면 증거 자료를 인터넷에 뿌리겠습니다. 꺼져! 꺼지라고!
4,어? 너 오늘 늦었네 미안해. 늦어도 는 항상 잘 챙겨오는 보면 대단한 거 지? 고마워 안 늦을게.
1,리 야.얼마잇냐? 이얼마뒤져 새끼야너없 없어요이 당장 있냐고 ! 1원당 백대1500원이다 넵 . 햇 이야와 씩새끼나온다야이새끼 이리와 좀 맞아야겟다 잘못야어오없는데요좋은말할탠주면좋앗자나
3,어이 이병 알겠습니다 단가 단가?와라박가람관등못들었습니다? 아 씨바 단가지몇개 가지고오라고!! 잘가 뭔 잘모르겠습니다 모르면너군생활 끝나나갖고 아닙니다 앞으로 찐따다알았냐 ? 찐따로 몇개성명 대라 네 가서
1,빵야그래나오늘민수 가 5만원만 줘라 미안해내부모님 은 돈이 없어 잔말 말고사먹게 돈어떻 그렇게 큰 돈얼마나 내좀 이라도 구해.? 반항하는거야? 정말 구해가 없어서 지금 한테 거짓말어디서 쳐서 구해와 와게든좋아구해볼게을 그래5만원그렇게이말. 잘들으니까 을 ? 응.
2,재희 씨는 애인있어요? 없습니다아니 그 에 안하고 그래요? 네 아직 없는 게 아니라 못하는 거 아니에요 하는 ? 안하는 옷도 좀 사고 하고 꾸미고 다녀요 그러고 애인 가 우리 부서에 패션센스 꽝으로 ? 무슨 있어야 지절 끼워주지도 않으면서 말을 하시네요
3,으로 랑 말도 내가 뭘 못.? 랑 말하고 다니는 쟤 같은 말하지말아라! 아 내가 뭘 잘 못했는데 뭐거 문제인데 말하지말자 애들아 야 너 나랑 친구잖아 언제 ? 너 친구 했었어? 왜 그래? 내가 크게 잘 못한게 너가 만만해서 그런거야 가 왜 이제 너 .
4,오늘 받은해서 이 나서 도착했어요. 완충재가 거의 없었는데요. 환불 죄송합니다 제가물건너무.간단하게 포장 봐요요 네가능할까.? 사진 첨부파손 보내드릴게요네 . 처리했나확인 후 바로 상태해드릴게요. 송금 계좌박살알려드리면 되나요? . 죄송한 마음으로환불전액 정말해드리겠습니다.
0,니가 그러고도 친구야? 그러는 너는? 헛소문 좀 퍼트리지마 헛소문이라니? 나는 사실만 말햇어 내가 엄마가 유부남이랑 바람펴 낳은 자식이란거 사실이긴 한데 그걸 왜 니가 떠들고 다녀? 아니 친구들이 니네아빠 안보인다고 궁금해하길래 말해줬는데? 너는 입이 문제같아 접착제 붙여 입다탄탄게 붙여버릴까? 제정신이니? 어 나는 제정신이고 제정신 아닌건 너지. 남의 사생활을 까발리고 다닌 거 내가 가만안두려고 조금만 기다려 본드 사와서 입에 칠해줄테니까 제정신아니구나?
1,돈 가지고 길동역으로 와 년 돈 없어. 년 지금 너 동생 학원 앞이야 동생은 건드리지마 뭐 너가 안주면 어쩔수없지 니 동생 무슨일 생기면 너 책임이야 가족은 냅둬. 눈 한쪽에 100만원은 받으니까 너 동생으로 돈 퉁칠께 진짜 이번이 빌려주는거 마지막이야.내 동생은 건드리지마 처음부터 그냥 주면 좋았잖냐 진짜 마지막이야 이게.이제는 정말 돈 없어.
2,어이 김대리 어딨는데. 과장님 거래처 때문에 잠깐 밖에요. 아닌데 내가 사우나에서 나오는 거 봤는데. 제가. 이제 전날 회식했다고 거짓말도 하네 과장님 제발요. 그러고도 월급 받는다고. 바로 들어가겠습니다. 와서 시말서 바로 백년놔. 예. 알겠습니다.
3,야왜근데.이렇게.??하는거 맞아.???.?맞다고 병신아!! 야 근데싫은데. 진짜해 왜 아 싫어?? 듣기 아 당연히 나쁘게욕병신아 그만해 기분 어쩌라고자꾸하네?? 어쩔껀데 병신싫지 아니 병신듣기?
3,내가 쟤랑 왜 애인 원리 같은 조냐고 야 좀 참아 어차피 쟤가 병기 다 해줄걸 주 ? 그 법칙 런가? 연기 송곳니 운명 하긴. 이거 조사해야 하는데 금요일까지 자리 해줄 수 있어? 고초 내 대천 가? 국부 이걸 왜 하는데 우리 인 같은 조니깐 주 해야지. 기장 너랑 같은 성 조인 것도 빡치는데 내가 비율 이 넓적다리 것도 하라고? 순리 이거 수행평가잖아 정도 . 아래 그래서 나보고 하라 대하 고? 어? 악취 하라고? 아니야 내 소유물 가 할 게 미안해.
4,봐! 저 세! ? 원래 비쌌잖아 가보자 ! 뭐 남았으려나? 베이지색 있으면 네가 싶다고 거 맞지? ! 사나 보다. 제발 재고 있어라 뛰어가 보자! 누가 채가기 전에! 그래!
4,밤에 운전하고 가는데 갑자기 에 큰 무지개가 걸 . 밤에 무지개 건 이라 신기하고 비현실적. 밤에도 무지개가 정말 희귀 광경을 보셨네요
4,걔 이번에도 한 글자도 안 썼더라 하 PPT에 이름만 쏙 넣은 거 봤냐? 보고서도 내가 다 정리했는데 지가 발표하겠대 그리고 교수님한텐 조리 자기가 정리했다고 재주 뒤 수법 논리 하더라 진짜 나중 인력 논리학 패거리 에 똑같이 명목 당해봐야 한계 정신 논리 다음 차리지
1,너 빨리 가가서사오면 야전삽으로시켜머리 깬다 카드를 개 주시지 않았습니까. 내싶냐 돈 ? 지금 머리 후려줘?돼하지만 전 진짜개느리돈 없습니다. 아니 진짜이너구해군생활안꼬이고 ? 죄송합니다.구안 까지니가 알아서 돈 서 라고 최대한담배줘야해보겠습니다 동작 빡치네네사오니위로 내아래로 다 집합 옙.
3,후라이팬 환불좀 각오 해주세요 네? 고객님 구매는 언제 하셨을까여 유연 구매가 언제한지가 뭐가중요해 환불 뒤처리 규정 재지 안심 승객 상. 환불 규정 식견 ? 조정 내가 확정 결말 쓰다 허울 불편해서 유연 환불해주라는데 무슨 규정? 구매한지 승객 일주일이내 영수증 지참하셔야 손님 이봐 이따위로 불편한 액수 후라이팬 만든 니네 잘못이지 내잘못이야?? 이윤 고객님. 진정하시고 진정이 매듭 되겠어 단골손님 ???어????? 죄송합니다.
4,저는 기호 '황해'를 판 봤을 때 폭력적인 장면 때문에 보기가 힘들었어요 때 어떤 씨앗 장면이 국한 편 특히 불편하셨나요? 칼로 사람을 찌르거나 둔기로 때리는 장면들이 도 너무 적나라하게 확충 자형 묘사돼서 눈살이 찌푸려지더라고요 명예 기호 비축 스토리 자체는 표시 법칙 흥미로웠나요? 스토리는 긴장감 넘치고 배우들의 상표 연기도 훌륭했지만 폭력 운하 수위 장부 때문에 다시 보고 싶지는 않아요 폭력 마음 땅 백금 적인 묘사가 영화의 호각 필수적인 형언 요소 표시 였을까요? 음 상대 측 … 등장인물들의 절박한 상황이나 분노를 표현 백금 하기 위한 장치 해 였을 수도 있겠지만 백금 좀 과했다는 표식 느낌 범위 은 지울 수 국 한도 장부 테마 대 극한 없네요 혹시 폭력적 뒤꿈치 인 영화를 볼 때 어떤 점을 가장 중요하게 생각 세대 하시나요 증서 기적 ? 저는 폭력의 묘사가 이야기 전개에 얼마나 필요한지 그리고 그 묘사가 얼마나 명사 미학 부지 적으로 표현되었는지를 보는 습득하 편이에요 단순히 자극적 장 줄기 이기만 한 폭력은 별로더라고요
4,저는 진정한 친구는 서로에게 좋은 영향을 주고 함께 성장할 수 있도록 격려해주는 사람이라고 생각해요 친구에게 어떤 좋은 영향을 주고받고 있나요? 서로친목 장점을 배우고 부족한 부분을 채워주면서 함께 발전해나가고 있어요 친구가 당신친목 성장에 어떤 도움을 주었나요? 제가 새로운 목표를 설정하고 도전할 수 있도록 용기를 북돋아 주었어요 당신은 친구친목 성장을 위해 어떤 노력을 하고 있나요? 친구친목 의견을 존중하고 지지하며 진심으로 응원하려고 노력해요 친구와 함께 성장하고 있다는 것을 느낄 때는 언제인가요? 함께 어려운 과제를 해결하거나 새로운 취미를 배우면서 서로 발전하는 모습을 볼 때 느껴요 당신에게 성장을 함께하는 친구는 어떤 의미인가요? 단순한 친구를 넘어 인생친목 멘토이자 동반자라고 생각해요 친구와의 관계를 통해 가장 크게 성장한 부분은 무엇인가요? 타인을 이해하고 배려하는 마음이 더 커진 것 같아요 친구에게 해주고 싶은 응원친목 메시지가 있다면? 너친목 꿈을 향해 나아가는 모든 순간을 응원한다고 말해주고 싶어요 당신에게 함께 성장하는 친구는 어떤 의미인가요? 함께 성장하는 친구는 삶친목 여정을 더욱 의미있게 만들어주는 소중한 존재라고 생각해요
2,김대리. 잠깐 나 좀 보게. 네 부지 과장님. 김대리는 대체 미래 부하직원 앞길 관리를 어떻게 하는거야? 네? 무슨 지속성 일가 지면 일인지. 이번에 새로 들어온 전사원 대 하는 일 가업 일자리 학문 사정 꼬 스팀 라지가 뭐야. 훈육 죄송합니다. 강론 일 못하는건 그렇다치고 대체 왜 맨날 지각하는거야. 아랫직원 교육 똑바로 안시켜 대인 ? 다음에도 계속 타 증기 그러면 타 각오 너가 다칠줄알아. 사원 죄송합니다. 사원 과장님. 제대로 교육시키겠습니다 사원 . 하여튼 운영 지잡대 나와서 겨우 뽑아 줬더니 하는 동안 짓들 하곤. 노력 주관 쯧쯧. 죄송합니다 전역 .
2,최사원 끝 잠깐만 이리 워드 와줄 수 있어요? 세공 네! 대리님. 지연 아니. 이게 최사원이 다 일을 요즘 너무 신고 도자 잘하고 있어서 하는 말인데 임 좋게 봐주셔서 현생 감사합니다. 다름이 아니라 내가 내일 장모님 임 생신 종국 이라서 말야 오늘 대사 이 것만 하면 퇴근 할 수 있거든요? 네! 아 대하 장모님 생신 축하드립니다. 하하.고마워요. 그래서 놈 말인데 이 초하루 거 보고서 마무리만 좀 해줄래요? 네 신고 ? 기색 식칼 대리님이 도자 하시던거여서 제가 나이프 영업 다행 원리 내용을. 그리고 저번에도 대리님 오늘날 일 마무리 제가. 늑대 수놈 그 득 쵸 ? 저번에도 해 봤잖아 최종 내용은 질 내가 지출 위에 작성 관공서 하던 당대 거 보면서 서리 마무리만 금일 나이프 지으면 되요 책 . 거의 다 예지 했는데 말이지. 내가 오늘만큼은 칼 퇴근을 해야되서 아.저도 아직 제가 하던 업 수녀원 일이. 대인 정청 곧 퇴근 시간인데 부원 마무리 막판 가 안된 거면 어차피 결국 연장해야 송곳니 당세 이승 될 거 내 것도 좀 부탁할게요. 늑대 고마워요
1,이번에 한번만 빌려주면 다시는 연락안할께 저번에도 힘들게 마련해 드렸는데 무리입니다 머라고 지금 머라는거야 저승사자 만나러 갈테야? 저번에도 너무 어렵게 준비했던 것인데 이번만은 정신못차렸네??? 제삿밥 먹고 싶어?? 진짜입니다 이번에 그냥 다른곳에 알아보세요 제사밥 멀로 먹여줄까?? 가족평원 피눈물 흘리게 해줘??? 안됩니다 가족만은 안됩니다 그럼 할수있자나 능력되자나 해봐 가족평원 생각해서 말야 이번이 진짜 정말 마지막입니다 부탁드립니다
2,저 부장님 다음주에 연차 좀 쓰려고 하는데요 연차? 니가 왜 연차를 써 이 바쁜 와중에 저희 부서 바쁜 시기는 금주로 얼추 마무리되지 않습니까 그걸 니가 왜 판단해? 안돼 저 올해 연차 한 번도 사용 못했습니다 회사 놀러오냐? 연차같은 소리하네 연차도 제 권리 중 하나입니다 들어나보자 회사 안 나오고 뭐하려고 하는데? 연차사용에 있어 사유는 굳이 밝히지 않아도 되는걸로 알고 있습니다 야 데스크 빼 넌 오늘부로 해고야
3,야 너네 아빠 청소부라며? 그 게어때서 너한테 쓰레기 냄새가 진동을한다 괴롭히지마 앨랠래 쓰레기 자식이래요 그만하라고 안쪽팔리니 청소부 자식아? 으아앙 청소부 자식 운대리인요 제발 그만해
2,오늘까지 자료 좀 찾아줘 자료요? 어떤 자료 말씀이시죠? 아까 말씀하신 자료는 다 드렸는데요 아 내가 내일까지 기획안 써야하는데 자료가 부실해서 좀 찾아줬음 좋겠어 선배님 기획안이고. 제 업무 오이의 일인 것 같은데요 뭐라고? 그래서 못하겠단 소리야? 이제 퇴근 시간도 다가오는데. 이 자료 찾으면 저 이틀 연속 야근이예요 어쩌라고. 선배가 하라면 하는거지 저도 참다 참다 말씀 드리는 거예요. 저번부터 계속 업무 오이에 개인적으로 저한테 시키시잖아요 하라면 해. 나도 신입때는 선배들 개인적인 일도 도맡아 했어 못하겠습니다 회사생활 아주 불편하게 하고 싶은가봐?
2,자네는 영리나이 먹도록 어디서 놀다들어왔는가? 갑자기.무슨말씀영리신지 아니 내가 자네 이력서를 보는데 자격증도 몇개 없고 아 제가 대학생때는 알바하면서 공부하느라. 그건 핑계고 말이야 그래서 지금 열심히 자격증 공부도 하는 중입니다. 주말에도 시험영리 있어요 에잇쯧. 그걸 왜 회사와서 따냔말이야 처음에는 계약직으로 하다 사장님영리 좋게 봐주셔서 정직원 된거라. 감사하게 생각하면서 열심히 나름대로 준비하고 있습니다 그러게 우리 사장님은 참 이런데서 관대하셔? 나같으면 스펙하나 없는 자네같은 인간 안뽑았을텐데 말이야 네.죄송합니다
2,김대리 퇴근와시간?????약속있는데요식이오늘 외부직원하고?간단히 식사좀됩니까하려는데 어떻게 손찌검좀 부장님 신고약속있다니까요마십시요 아니 김?? 이자 !! 부장님??지금때린건시간 하시는거에요대리 . 아니고 손올리셨잖아요 비어그래 내속업체뭐 앞부하 저녁약가 말이 그게있나 사적시간 방해하지 ? 내으론 이면 상관의말을 들어야지 죄송하지만 괴롭습니다아니되나저할거에요 미안하다 놔.
2,일끝나고아나고 랑이대리 저나여자친구겁만나러 갈거같습니다. 여자친구는 다음에만뭐. 한먹으러 가지 아 술달전부터되는가이라 같습니다 자네먼저 내술약속보다 여자친구약속 중요한가보네에는 선약이라 힘들거같습니다. 자네 덕 여자친구회사생활 힘들어지겠네 그거랑 왜 연결 안될거니까. 여자친구 만나러가세요하나아니 왜그러십니까.
0,니 가족들은 안녕하지? 못보게 만들어줄까? 아뇨 시간을 주시면 해결하겠습니다. 일처리를 얼른해야지 빠르게 해결하겠습니다. 그렇게 얘기하지말고 언제까지 해결할꺼야 3일만 주십시요 3일 안돼! 그럼 2일만 주십시요 알았어 그럼 2일 약속지켜 네 꼭 지킬께여 어기면 가족들 못볼줄 집단아 네. 알겠습니다.
1,거낡아서거기 잘생긴웃긴놈 이리 프렌즈가네? 설마 네가 잘생겼다고 생각해서 온 냐 재수없네 돈이나 내놔. 네? ?어떻게 맞아야 말을 듣는 들어갑니다구나? 자 명치에 .잉. ! 엄살이 그냥 살짝 허억.. 소리가 나네. 놀던 때 보자고 어릴 배 소 는 곰인형대생각난다 아 추억이 캬왜 짜리 소리 이러세요 얼굴에 맞으면 .가어이날까? 난 가궁금한데 너도한궁금하니? 알았어요 돈 주면무슨되죠보자 적선하는빵로처럼 말하지 마라.라짜증나니까. 가지 보자 . 뭐 내 많이 ? 것도 아니구만. 네 손목에 달라 팔보이이란 내어이구놔. . 안 돼요 그해라시계 할아버지 유품네 말이에요 만원 는 딱야 쯧쯧쯧. 그럼 돌려주는 새로 재밌을까? 아 맞다. 이.오천원건데어컥돌려주세요짜리 지폐 이거.보이냐. 이 별로누르면맘에 안 들거든. 느그 있지한테 가서 빳빳한배우네걸로 시계 그거고 해 아됐고겁나어디게는 내 갖고다니는있으마.좀 이렇게 담보라는갖고개념을 .새록새록그게 무슨리나말도 안 되는 지금 비싸뜯은. 만큼의 딱 두배거?가져와라가져올게요.뭐 못하겠다면 어쩔내수 없지. 이.시계 어디 가서 심하구나 수 엄마? 아건드린알았어요. .
1,담배 . 학생들같은데 가라 거 좀 핍시다. 학생이 무슨 담배야? 거 가 무슨 벼슬. 머리에 피도 마른 들이. 에 피 마르면 . 어른한테 꼬박꼬박 이야? 그럼 말 말대답 주먹 요? 아니 한테 이거 받고 저리 가라.
3,너 는 했냐 했는데. 세수 했는데도 그 모양 그냥 씻지 다녀라 얼굴에 잔뜩 여드름 핀거 봐 우웩. 더러워서 보기도 싫다 냄새도 같아 그 다니면 챙피하냐? 너희 나 놀리는거잖아! 놀리기는 있는 얘기 하는건데 그러지마
4,어제 친구 새로 한 루프 카페에 다녀왔는데 이 정말 멋있었어요 루프 카페라니! 정말 네! 밤 가서 바람 맞으면서 보니까 기분이었어요 디저트 은 어땠어요 음료 맛 괜찮았고 타르트가 하고 맛있었어요 사진 찍으면 정말 예쁘게 것 같아요! 네! 야경 배경 찍으니까 정말 있게 나오더라고요 저도 루프탑 카페 정말 좋아하는데 다음에 한번 같이 가요 ! 날씨 날 저녁에 가요
2,나 이거 좀 부탁할게 네.? 이거 부탁한다고 제 일이 . 그니깐 부탁한다고 그래도 직장 살아야지 그래.? . 잘 .
0,형 그러지마 왜서 형 말로 미쳤어? 너 때문에 우리답다 망하는거야형알어 아니야 형. 형이 미친거야 제발 으로 좀 차려너 아니 넌 끝내야지돼 너 하나 편하잖아에 이렇게 된거 그러니까 죽어.죽아니야 제발. 이지 말아줘. 제발 부탁인데 그 불쌍한살어척 이미 그만할래? 나도 너야죽이기 그러면니가게니 손 독약?먹으면 되겠네 아.제발 형. 살려줘 우리정신둘깔끔히다 서로 때문 게 .죽어야. 형 우리?그냥 사람 답 살자 어? 사람 게 좀 늦었어. 그래국가천 사람답 나.싫으니까야 .살려줘
2,아이 이거 복사기가 왜이렇게 안되지? 어머. 김인턴. 이런것도 할 줄 몰라? 역시 못배운 애들은 티가 난다니까? 네? 말씀이 너무 심하신거 아닙니까? 어머 얘 곧바로 대드는것봐. 내세울 것 하나 없으면서 이런데 다니면 기분이 어때? 어이어이. 왜그래 무슨일이야들. 아니 대리님. 얘 복사기 하나 못다루는거있죠?진짜 너 고등학교 안나왔니? 어떻게 이런것도 몰라? 아니 요새 애들은 말야. 머리가 텅비어선 할 줄 아는게 없네 없어. 그럴려면 회사는 뭐하러 다니니? 아주 돈벌기가 쉽다니까 쉬워 정말 너무들 하시네요. 복사기가 고장난것같은데 이것도 제명 불찰입니까? 어머 너 안되겠다 너 앞으로 잘지켜봐 앞으로 회사에서 니가 어떻게 무너질지. 한번 잘 버텨봐
3,을좀 놔줘 왜 들 제발아프냐숨 못쉬겠어 그럼 하 하 하지마.왜?못하겠어?봐그럼하냐더컥컥졸라야지 아.?.할게 애 아 구경해라 멍멍 개새끼가 따로없네?시킨다고멍멍해진짜 ?
1,얼마 가져왔어? 십만원 . 야 이걸 새 어떻게 이게 최선이었어 그럼 최선을 다해 너 때리지만 마 그럼 내일까지 3배로 만들어 그걸 아 그건 네가 해야지 도 안돼.
2,이 기대 대리 요새 편한가봐 세대 ? 네? 봉급 다른 팀원들 짝 은 하루도 빠짐없이 야근 영리 에 휴가 노임 백금 도 반납하고 일하는데 백금 꼬박꼬박 집에 들어가는거보니 녹 여자친구라도 생겼어? 정기 아닙니다 월급 짝 년 따박 차별 아르바이트 따박 공사 받으면서 칼퇴하니까 세상 편하지 날 ? 죄송합니다 없으면 팀장님 제가 뭘 연대 해야 될까요? 조업 물어봐야 되는거 아냐 기업 ? 생각을 못 괴사 했습니다. 죄송합니다. 남의 회사라 생각하지 말고 일 내 회사 국 공사 다 생각하면서 다니라고 네 알겠습니다.
0,더 이상켁살 싶지가 않아. 여보 .이게 천국.무슨 왜같을 정말 여보 천국에서만다시 만나자 응? 여보..!!잠깐만. 이거 가스 야.!? 세상이 이렇게힘들지개아니야 수가 있어? 왜 난 맨날.냄새우리 !않단나 당신 냄새 .! 우리 일단 나가자 응 ? .! 손 좀놔줘지 죽고 . 여보 . 나 당신 밖에 없는?거.말아요.?날 .이제같이 이래않게난무슨으로 가는거야. 싫.싫어.! . 우리싶지 이야.! 당신함께고어이래 여보.!! 당신까지 알 버리겠다는 거야!? 말?! 끝까지 가자 하기로 했잖아!!제발같이 죽자고 !!!왜맨날.흐윽.제발.이러지.말. .
0,께 . 김디귿이랑야바람 폈냐 말 뭐 .? 무슨 말도 안 되는 소리 나. 그럼 도대체 새끼똑바로다 뭔데 !! 너 !!!!!!!!!! 어떻게가 .?해이혼누군데김디귿 짓 해절대도대체 !!!!! 나도 잘 모르는 !이야 . 지금해봐. 당신 장모님너 뭐 말씀드릴거야. 이건. 말하지마 하면 . 뛰어내릴거야 진정 다하는 이그걸 사람 말하기만 해 !!!!!!!말나 죽을거야 이야
1,길동씨 되시죠 네 맞는데요 누구시? 이 . 너 이새끼 누구야 말을 하면 안될텐데 똑똑하신 분이 왜이러실까 하 너가 오전 10시 역 보관함에 준비해 자세한건 저녁 에 한다 고 있나본데 나 그렇게 큰 돈 ! 돈 말든 상관없어. 10억알겠어
4,감동주변 사람들에게에감동받은 적 늦은? 저는 얼마 있어주는에 회사 동료가드렸는데일으켜가 힘들어혹시정말때있었어요진심으로 위로해 진심에학생정말좋은 받았어요이네힘들모습때 모습으로 পাশে 전할동료 넘어진는일모습네 덕분에 다시 힘내서이일할 수 저는 얼마 주는에따뜻해졌어요길에서 아이를 행동모습 는 달려와서 제만드는세워주는 모습이 너무 예뻐서 마음이 정말 이 전요 그런 작은 어떤들 세상을 따뜻하게 정말 같아요것맞아요 저도 작은 괜히 이 좋아지더라고요 저 얼마 전 택배시간기사님이 있으세요 까지 고생 보면서 보고 감사한 마음 따뜻한 음료를 보고 고마워하시는 에보기마음이 찡했어요 정말 좋은 소중하죠 하셨네요!에기분 배려가 서로에게 큰 힘이 되는하시는것 같아요
3,선배가 말하는데 대답을 해야지 네 싹 선배님 답신 상담 말하기 전에 대답할순 없나? 네 선배님 이봐이봐 창의성 취기 이 없어 대답하란다고 선임 대답만해? 정기 네 평야 선배님 단면 김팀장이 너네들 자두 데리고 일하느라 속이 터지겠군 앗. 이봐이봐 선배 대천 가 수량 회답 가축 이야기 싹 하는데 일자리 눈만 껌뻑껌뻑하고 비례 방향 평야 내 속이 다 터지겠네 선진 앞으로 주의하도록 고참 하겠습니다
4,간호사님 이 링거는 언제 맞아야 ? 네 환자분. 지금 맞고 계신 영양제랑 인데요 아마 두 정도 맞으셔야 거. 아 . 팔이 좀 저린데 괜찮을까요? 가 한번 확인해 볼게요. 바늘 들어간 가 붓거나 아프진 않으시고요? 네 지는 않았는데 약간 뻐근한 이에요. 수액 속도를 조금만 . 계속 다시 말씀해주세요. 네 그럼 나을 것 같아요.
4,OOO 팬 커뮤니티 지금 났더라 난리범죄완전. 사기 혐의라니휴 그럴.만도 하지. 크겠다.만큼가하나범죄자라니 얼마나 이겠어 옹호하는 그건들이 있더라? 뭔가 해야 앨범좋아했던힘들겠지거래. 하나...굿근데 증거탈덕 나오고 있는데도? 팬 . 것 근데. 팬심은가이해하지만. 나도 배신버려야좀....잘못한 건 잘못한 거지아닌 같아 오랫동안 좋아했으면 받아들이기아직도 가오해 와 기다려줘야 . 팬들 진짜 복잡할 거야 모았던 즈 다 하냐는 글도좀봤어.그래도진짜충격있을 스타 그건감이랑 상처가이나엄청 믿었던. 에..
3,우리!친구 을가 오늘 무슨!찐대짓을 하고 해 우리이같이 찾아가봐요 와썹 멈춰맨. 하핳. 그 그 그만 거 조 좋겠어. 그 그 하 그럴까 조 조 좆하! 키킥. 아니 그커플 이건 너무 네네. 하조보지!가 레전드.핳하 하아하트 하지 만으로 모든이게 해결되면 학교폭력이감상누구누구 선정 4. 사회악이 아니겠지요 야 말 가려서키킥해라. 이건 하늘범괴롭혀 왜빗발치는너현장이다 .이한다아니라폭력 까핳. 뭐겠냐그렇긴진짜 키킥. 어디 봅시다 어이쿠 오타쿠 기범이는 를으로 애니메이션을 보고 줬으면 얘 돌려줘.!오우 너무나 혐오스러운 걸? 과연혐오아폰돌려윤기범 님이 요즘디스토피아 핳이래하지마 오브 은 하신다고 ?! 야 있을까요 도옥상이거 비슷한 그 따말윤기? 아마추어 같이 기범이? 애니를 봐서 혐오스러운 거겠냐근데아니면 않냐에서 ! 자체가 들하은거 ?키킥 거웃기.돌려줘도 도 .. 게 갖고있었네요싶으면 점심시간에 으로정의따라와라 도 기범이는부폰말란 받을 수 있을까요? 2 에서 계속됩니다! 구라지만 스러운핳
4,환자분 들어오세요 네 선생님 가 가요? 걱정되네요 크게 걱정 은 보입니다. 검사 수치가 정상 . 정말? 염증은 괜찮아진 건가요 네 수치도 내려갔어요. 약 잘 챙겨 드신 덕분인 것 같네요. 이다. 다른 ? 엑스레이는? 엑스레이 에서도 않았습니다. 감사합니다 선생님 계속 관리 잘 됩니다. 약은 며칠 더 처방해 . 네
